#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
234,Kevin Ginkel,ARI,1,1,4.01,41,0,1,9,,29,124,27,14,13,3,10,1,1,28
235,Jack Dreyer,LAD,1,1,3.5,33,0,0,5,,21.2,89,17,9,8,2,8,1,1,22
236,Andrew Morris,MIN,1,1,4.17,39,0,2,8,,26.2,114,26,13,12,3,8,1,1,22
237,Kevin Kelly,TBR,2,1,3.92,41,0,1,9,,31,130,30,15,14,3,8,1,2,24
238,Will Vest,DET,2,1,3.93,40,0,1,7,,28.2,122,27,14,13,3,10,1,1,28
239,Jack Perkins,ATH,1,1,3.84,35,0,1,6,,25,107,21,11,11,2,11,1,2,27
240,Jake Irvin,WSN,3,5,4.96,18,10,0,0,,54,234,55,32,30,9,18,0,2,43
241,Carson Whisenhunt,SFG,2,2,4.84,12,5,0,0,,29.2,130,31,17,16,4,11,0,1,23
242,Keider Montero,DET,3,4,5.14,18,10,0,0,,54.2,238,57,33,31,9,19,0,3,41
243,Sam Hentges,SFG,1,1,4.14,37,0,0,7,,25,107,24,12,11,2,9,0,1,23
244,A.J. Puk,ARI,1,1,3.96,32,0,4,2,,23,97,20,11,10,3,8,1,1,24
245,Juan Morillo,ARI,1,1,3.81,40,0,0,8,,28.1,122,25,13,12,2,13,1,2,27
246,Ryan Fernandez,STL,1,1,4.07,33,0,0,3,,25.1,108,23,12,11,3,10,1,1,27
247,Patrick Corbin,TOR,4,6,5.63,19,14,0,0,,70.1,310,79,47,44,12,26,0,2,54
248,Daniel Palencia,CHC,2,1,3.98,43,0,22,1,,29.2,127,25,14,13,3,13,1,2,32
249,Chris Martin,TEX,1,1,4.03,39,0,1,8,,25.1,105,26,12,11,3,4,1,1,20
250,Bryan King,HOU,2,1,3.83,43,0,3,8,,30.2,130,27,14,13,3,12,1,2,27
251,David Sandlin,CHW,3,5,5.23,18,10,0,0,,54.2,239,56,34,32,10,21,0,2,46
252,Rhett Lowder,CIN,3,5,5.25,20,12,0,0,,63.2,279,69,40,37,10,23,0,3,44
253,Andrew Nardi,MIA,1,1,4.07,39,0,1,8,,28,119,24,14,13,4,11,1,1,31
254,Erik Miller,SFG,1,1,3.71,41,0,4,9,,27.2,120,22,12,11,2,16,1,1,29
255,Caleb Thielbar,CHC,2,1,3.85,40,0,1,10,,27.2,116,23,13,12,4,11,1,1,29
256,Tanner Gordon,COL,3,5,5.87,26,10,0,0,,64.1,285,78,45,42,12,17,1,2,50
257,Lance McCullers Jr.,HOU,3,3,4.69,17,7,0,0,,43,188,39,24,22,6,22,0,3,40
258,Garrett Cleavinger,TBR,2,1,3.99,44,0,2,9,,33.1,142,27,16,15,4,15,1,2,40
259,Colin Holderman,CLE,1,1,3.93,39,0,0,9,,27.2,118,24,13,12,3,11,0,2,28
260,Riley O'Brien,STL,1,1,4.03,43,0,20,2,,32.2,142,29,16,15,3,16,1,3,34
261,Matt Strahm,KCR,1,1,3.9,30,0,0,0,,20.1,85,17,9,9,3,6,0,1,22
262,Karson Milbrandt,MIA,1,1,4.2,11,2,0,0,,18.2,81,17,9,9,2,9,0,1,18
263,Bryan Hudson,CHW,1,1,3.83,44,0,1,9,,31.1,134,27,14,13,3,13,1,2,29
264,JoJo Romero,STL,1,1,3.99,43,0,4,9,,32.2,140,31,16,15,3,13,1,2,29
265,Ryan Helsley,BAL,1,1,3.85,33,0,14,3,,22.1,94,19,10,10,3,8,1,1,23
266,River Ryan,LAD,1,1,4.59,4,4,0,0,,19.2,85,19,11,10,3,7,0,1,17
267,Mason Fluharty,TOR,1,1,3.85,37,0,0,8,,26,110,22,12,11,3,11,1,1,27
268,Kenley Jansen,DET,2,1,4,38,0,13,3,,27.1,114,21,13,12,4,12,1,1,31
269,Graham Ashcraft,CIN,1,1,4.06,43,0,3,10,,30,129,29,15,14,3,11,1,2,27
270,Coleman Crow,MIL,1,1,4.35,14,3,0,0,,24.1,102,23,13,12,4,7,0,1,21
271,Travis Adams,MIN,1,1,4.57,36,1,0,0,,40,173,39,22,20,5,15,1,2,35
272,Aaron Civale,ATH,4,6,5.63,15,15,0,0,,76.1,336,84,51,48,15,26,0,4,56
273,Robert Suarez,ATL,2,1,4.1,44,0,3,8,,29.2,126,27,15,14,4,10,1,1,29
274,Brant Hurter,DET,1,1,3.65,27,0,0,0,,19,80,18,8,8,1,6,1,1,16
275,Jordan Wicks,CHC,1,1,4.47,15,3,0,0,,26,111,26,14,13,3,9,0,1,21
276,Phil Maton,CHC,2,1,4.08,41,0,1,9,,28.1,121,25,14,13,3,12,1,2,31
277,Eduardo Rivera,BOS,1,0,3.12,21,0,0,0,,14.2,63,11,6,5,1,7,1,1,16
278,Cade Povich,BAL,2,2,4.68,19,4,0,0,,33,143,32,18,17,5,13,1,1,30
279,Tyler Holton,DET,2,1,3.74,41,0,1,8,,29.1,122,27,13,12,4,7,0,1,24
280,Caleb Kilian,SFG,1,1,4.22,41,0,13,5,,27.2,120,26,14,13,3,12,1,2,25
281,Will Dion,CLE,1,1,3.7,23,0,0,0,,16,68,14,7,7,2,6,0,1,16
282,Mason Englert,TBR,2,2,4.71,27,3,0,0,,40.1,172,41,23,21,7,12,1,2,33
283,Lucas Erceg,KCR,2,1,4.21,43,0,16,4,,29.2,129,28,15,14,3,13,1,2,24
284,Cade Gibson,MIA,1,1,4.04,34,0,0,3,,24.1,105,23,12,11,2,10,1,2,22
285,Edwin Díaz,LAD,1,0,3.83,21,0,8,0,,13.2,57,11,6,6,2,5,0,1,18
286,Jeremiah Estrada,SDP,1,1,4.07,41,0,0,9,,27.2,118,23,13,13,4,12,1,1,32
287,Braydon Fisher,TOR,2,1,4.05,39,0,1,8,,27.1,118,22,13,12,3,14,1,2,30
288,Matt Svanson,STL,1,1,4,29,0,0,0,,22.1,96,21,11,10,2,9,1,1,20
289,Jovani Morán,BOS,1,1,3.86,38,0,0,7,,27,116,22,12,12,3,14,1,1,29
290,Jordan Montgomery,TEX,1,2,4.77,10,4,0,0,,25,107,26,14,13,3,8,0,1,17
291,Dylan Dodd,ATL,1,1,4.36,39,0,0,8,,26.1,112,26,14,13,3,8,1,1,25
292,Brady Singer,CIN,5,8,5.55,19,19,0,0,,106.1,469,116,70,66,20,39,0,6,82
293,Elmer Rodríguez,NYY,1,1,4.15,13,2,0,0,,20.1,88,19,10,9,2,9,0,1,17
294,Trevor Megill,MIL,1,1,4.47,42,0,6,7,,30,130,28,16,15,4,12,1,1,35
295,Simeon Woods Richardson,MIN,3,4,5.18,33,8,0,0,,62.1,273,63,38,36,10,26,1,2,46
296,Ryan Thompson,ARI,1,1,4.22,39,0,0,7,,27.2,118,28,14,13,3,9,1,1,21
297,Grant Wolfram,BAL,1,1,4.19,33,0,0,3,,22.1,96,21,11,10,2,10,1,1,23
298,Anthony Bender,MIA,1,1,4.25,41,0,2,8,,29.2,126,27,15,14,3,12,1,2,28
299,Will Klein,LAD,2,1,4.13,39,0,2,8,,25.1,112,22,13,12,2,14,1,2,29
300,Zach Thornton,NYM,1,1,4.6,12,3,0,0,,23,98,23,13,12,3,7,0,1,18
301,Cole Sands,MIN,1,1,4.51,37,0,8,6,,25.1,108,25,14,13,3,8,0,1,22
302,Jake Bird,NYY,1,1,4,33,0,0,3,,23,98,20,11,10,2,10,1,2,24
303,Camilo Doval,NYY,2,1,4,41,0,1,9,,28.2,122,25,14,13,3,13,1,2,27
304,Cooper Criswell,SEA,2,1,4.62,37,1,0,7,,43.2,189,45,24,22,5,15,1,3,36
305,Kyle Hurt,LAD,2,1,4.15,43,0,2,11,,28,122,24,14,13,3,15,1,2,32
306,Blake Treinen,LAD,2,1,4.16,37,0,1,8,,24,103,22,12,11,3,9,1,1,24
307,Mitchell Parker,WSN,2,2,4.75,36,2,0,4,,43.1,189,44,25,23,5,17,1,1,34
308,Ryan Walker,SFG,1,1,4.26,27,0,0,0,,18,77,17,9,8,2,7,0,1,17
309,Eduard Bazardo,SEA,2,1,4.44,40,0,1,9,,30,128,28,16,15,4,11,1,1,29
310,Luke Little,CHC,1,1,3.28,26,0,0,0,,17.2,77,13,7,7,1,11,1,1,18
311,Bryan Abreu,HOU,2,1,4.25,41,0,1,10,,29,125,25,15,14,4,13,0,2,32
312,Hayden Harris,ATL,1,1,4.22,33,0,0,3,,22.1,96,19,11,10,2,11,0,1,25
313,Jonathan Loáisiga,ARI,1,1,4.26,40,0,1,10,,28.1,121,29,15,13,3,8,1,2,20
314,Blade Tidwell,SFG,1,1,4.33,15,1,0,0,,18,78,16,9,9,2,8,0,1,17
315,Justin Martinez,ARI,1,0,3.49,18,0,0,0,,13.1,57,11,5,5,1,7,0,1,14
316,Nolan Hoffman,PHI,1,0,3.88,17,0,0,0,,13.2,58,13,6,6,1,6,0,1,13
317,Cristian Javier,HOU,3,4,5.29,10,10,0,0,,51,223,48,32,30,9,24,0,2,39
318,Yimi García,TOR,1,1,4.02,29,0,0,0,,20.1,85,18,10,9,3,7,0,1,21
319,Tyler Kinley,ATL,2,1,4.32,41,0,0,8,,27.2,118,24,14,13,4,12,1,1,29
320,Austin Peterson,CLE,1,1,4.59,11,2,0,0,,18,77,18,10,9,3,5,0,1,14
321,Ty Johnson,TBR,1,1,4.62,2,2,0,0,,10,42,9,5,5,1,3,0,1,9
322,Sean Newcomb,CHW,1,1,4.15,42,0,1,8,,30,130,27,15,14,3,14,1,2,28
323,Andrew Kittredge,BAL,1,1,4.35,40,0,1,8,,27,115,26,14,13,4,8,1,1,26
324,Paul Sewald,ARI,2,1,4.34,42,0,18,3,,30,126,25,15,14,5,11,1,1,32
325,Jimmy Herget,COL,1,1,4.85,35,0,0,6,,26.1,113,27,15,14,4,8,1,1,25
326,Jared Koenig,MIL,1,1,3.98,32,0,0,3,,22.1,95,20,11,10,3,8,1,1,22
327,Robinson Ortiz,SEA,1,1,3.97,29,0,0,0,,21.2,93,19,10,10,3,9,1,1,22
328,Richard Lovelady,WSN,1,1,4.19,39,0,2,7,,26.2,115,26,13,12,3,10,1,1,22
329,Justin Bruihl,STL,1,1,4.4,39,0,0,9,,29.2,130,29,16,15,3,12,1,2,23
330,Jason Foley,SFG,1,1,4.4,33,0,0,0,,22,95,24,12,11,2,7,0,1,15
331,Justin Slaten,BOS,2,1,4.27,42,0,1,11,,29.2,127,28,15,14,4,11,1,1,29
332,Max Rajcic,STL,1,1,4.6,12,1,0,0,,17.2,76,17,10,9,2,6,0,1,14
333,Sam Bachman,LAA,1,1,4.04,42,0,8,7,,31.1,135,27,15,14,3,15,1,2,29
334,Hunter Gaddis,CLE,2,1,4.28,42,0,1,10,,30,127,27,15,14,5,10,1,2,28
335,Yerry De los Santos,NYY,1,1,4.01,26,0,0,0,,18,77,17,9,8,2,7,0,1,15
336,Jason Adam,SDP,1,1,3.95,42,0,1,11,,28.1,119,24,13,12,3,10,1,2,23
337,Jonathan Pintaro,NYM,1,1,4.1,31,0,0,3,,21.2,93,19,11,10,2,11,1,1,22
338,Steven Okert,HOU,1,1,4.21,34,0,0,4,,24,102,20,12,11,4,10,0,1,26
339,Ethan Pecko,HOU,1,1,4.68,2,2,0,0,,10.2,45,10,6,6,2,4,0,0,10
340,Steven Cruz,KCR,1,1,4.16,36,0,0,7,,24.2,106,21,12,11,3,11,1,1,24
341,Alex Hoppe,SEA,1,1,4.37,34,0,0,5,,25.1,111,24,13,12,3,12,1,1,26
342,Edwin Uceta,TBR,1,1,4.15,20,0,0,0,,14.2,63,12,7,7,2,6,0,1,18
343,Cody Laweryson,MIN,1,0,4.22,18,0,0,0,,11.2,49,11,6,5,1,4,0,1,11
344,Kody Funderburk,MIN,1,1,4.21,30,0,1,5,,20.1,88,19,10,9,1,9,0,1,17
345,Alimber Santa,HOU,1,1,4.06,32,0,0,3,,22.2,98,19,11,10,3,12,1,1,25
346,Robert Garcia,TEX,1,1,4.03,29,0,0,0,,18.1,78,17,9,8,2,7,1,1,17
347,Brenan Hanifee,DET,1,1,4.26,37,0,0,6,,26.1,114,27,14,13,3,9,1,1,19
348,Luke Weaver,NYM,2,1,4.41,44,0,4,8,,30.2,131,29,16,15,5,11,1,1,32
349,Quinn Mathews,STL,1,1,4.96,3,3,0,0,,14,62,14,8,8,2,7,0,1,12
350,Seranthony Domínguez,CHW,1,1,4.2,42,0,13,4,,30,128,24,15,14,4,14,0,2,33
351,John King,MIA,1,1,4.22,36,0,0,6,,26,111,27,13,12,2,7,0,1,17
352,Codi Heuer,CLE,1,1,4.14,31,0,0,3,,22,93,21,11,10,2,8,1,1,18
353,Carson Seymour,SFG,1,1,4.69,14,2,0,0,,20.2,91,21,12,11,2,9,0,1,17
354,Yohan Ramírez,PIT,1,1,4.4,40,0,1,8,,28.2,125,26,15,14,3,13,1,3,30
355,Brendon Little,TOR,1,1,3.7,25,0,0,0,,17.2,76,15,8,7,1,9,1,1,19
356,Hunter Harvey,CHC,1,1,4.09,22,0,0,0,,15,63,14,7,7,2,4,0,1,15
357,Adam Macko,TOR,1,1,4.17,33,0,0,0,,23,100,20,12,11,3,11,1,1,24
358,Brooks Raley,NYM,2,1,4.53,41,0,1,10,,28.2,125,27,16,14,4,12,1,2,30
359,John Klein,MIN,1,1,4.36,27,0,0,3,,18,78,16,9,9,2,7,1,1,18
360,Matt Pushard,STL,1,1,4.41,35,0,0,5,,27,116,25,14,13,3,11,1,1,24
361,Chris Paddack,CIN,1,2,5.46,5,5,0,0,,26,113,29,17,16,5,8,0,1,18
362,Kutter Crawford,BOS,1,1,4.44,13,1,0,0,,17,72,16,9,8,3,6,0,1,15
363,Tim Mayza,PHI,2,1,4.31,40,0,0,8,,30.2,132,31,16,15,4,11,1,1,26
364,Yennier Cano,BAL,1,1,4.28,39,0,0,7,,26.1,113,26,14,13,3,9,0,1,22
365,Jaden Hill,COL,1,1,4.98,40,0,1,9,,30,133,31,18,17,4,13,1,2,30
366,Nick Davila,SEA,1,1,4.45,31,0,0,3,,23.1,100,23,12,12,3,8,1,1,19
367,Tim Herrin,CLE,1,1,4.08,37,0,0,8,,26.1,114,23,13,12,3,12,1,2,24
368,Calvin Faucher,MIA,1,1,4.75,38,0,1,7,,27.1,121,27,15,14,3,13,1,1,26
369,Seth Halvorsen,COL,1,1,4.77,36,0,1,7,,27,119,27,15,14,3,12,1,1,26
370,Daniel Lynch IV,KCR,2,1,4.31,42,0,1,9,,29,124,27,15,14,4,11,1,1,25
371,Ethan Roberts,CHC,1,1,4.17,31,0,0,3,,21.1,91,19,11,10,2,9,1,1,20
372,Gavin Collyer,TEX,1,1,4.12,33,0,0,4,,21.1,92,17,10,10,2,11,1,2,22
373,Cole Winn,TEX,1,1,4.07,32,0,0,3,,20.2,88,17,10,9,2,10,1,1,19
374,Eric Orze,MIN,1,1,4.65,38,0,1,8,,26,114,24,14,13,3,12,1,1,25
375,Hunter Stratton,ATL,1,1,4.56,30,0,0,0,,20.1,88,19,11,10,2,8,0,1,18
376,Eric Cerantola,KCR,1,1,4.08,26,0,0,0,,17.1,76,14,9,8,2,10,0,1,20
377,Ryan Zeferjahn,LAA,1,1,4.44,41,0,5,7,,30.1,133,26,16,15,4,16,1,3,35
378,José Urquidy,PIT,1,1,5.08,18,2,0,0,,26,112,27,16,15,4,8,0,1,20
379,Clarke Schmidt,NYY,1,0,4.36,6,1,0,0,,10.1,45,10,5,5,1,4,0,1,10
380,Justin Lawrence,PIT,1,1,4.61,37,0,0,7,,26.1,118,25,14,14,3,14,1,2,26
381,Ryan Johnson,LAA,1,1,4.54,18,1,0,0,,22.2,98,23,12,11,3,8,1,1,19
382,Tobias Myers,NYM,2,1,4.83,38,1,0,7,,42.1,184,43,24,23,7,15,1,2,35
383,Rico Garcia,BAL,2,1,4.45,43,0,4,8,,29.1,126,26,16,14,5,13,1,1,32
384,Hagen Smith,CHW,1,1,4.96,3,3,0,0,,15.1,67,14,9,8,2,8,0,1,14
385,Hoby Milner,CHC,1,1,4.18,38,0,0,8,,26.1,111,27,13,12,3,7,0,1,18
386,Riley Cornelio,WSN,2,4,5.38,18,7,0,0,,43,191,44,28,26,7,20,1,2,35
387,Brent Headrick,NYY,2,1,4.48,40,0,0,9,,27.2,120,26,15,14,4,10,1,1,28
388,DJ Herz,WSN,0,1,4.25,8,1,0,0,,10.2,47,9,5,5,1,6,0,1,11
389,Hayden Wesneski,HOU,1,1,4.26,11,1,0,0,,14.2,62,13,7,7,2,5,0,1,14
390,Clayton Beeter,WSN,1,1,4.29,40,0,12,5,,27.1,119,23,14,13,3,16,1,2,30
391,Tyler Samaniego,BOS,1,1,4,28,0,0,0,,19.2,85,18,10,9,2,8,1,1,16
392,Jacob Webb,CHC,2,1,4.27,41,0,1,9,,28.1,121,25,14,13,4,12,1,1,28
393,Bennett Sousa,HOU,1,0,4.07,19,0,0,0,,13.1,56,12,6,6,2,5,0,1,14
394,Wikelman González,CHW,1,1,4,20,0,0,0,,14,61,11,7,6,1,8,0,1,15
395,Evan Phillips,LAD,1,0,3.97,14,0,0,0,,9,38,8,4,4,1,3,0,0,9
396,Trenton Denholm,CLE,1,1,4.52,9,1,0,0,,12.1,53,12,7,6,2,4,0,0,10
397,Matt Festa,CLE,1,1,4.43,33,0,0,5,,23.1,100,21,12,12,3,10,1,2,24
398,Gordon Graceffo,STL,1,1,4.6,36,0,0,7,,27.2,120,28,15,14,3,10,1,1,20
399,Kyle Backhus,PHI,1,0,4.06,13,0,0,0,,10.2,46,10,5,5,1,4,0,1,10
400,Trey Gibson,BAL,1,1,4.77,15,2,0,0,,21.2,95,22,12,12,3,9,0,1,18
401,Sam Moll,CIN,1,1,4.26,36,0,1,5,,25,108,23,13,12,3,11,1,1,23
402,DL Hall,MIL,2,1,4.06,41,0,1,8,,29.1,127,25,14,13,3,15,1,2,29
403,Tristan Beck,SFG,1,0,4.46,17,0,0,0,,11,48,11,6,5,1,4,0,1,9
404,Kervin Castro,NYY,1,1,4.09,22,0,0,0,,15.1,65,14,7,7,2,6,1,1,14
405,Yuki Matsui,SDP,1,1,4.21,33,0,0,3,,22,95,19,11,10,3,10,1,1,21
406,Brad Keller,PHI,2,1,4.13,44,0,2,9,,33.2,146,30,17,15,4,17,1,2,33
407,Brusdar Graterol,LAD,0,0,3.38,10,0,0,0,,6.1,26,6,3,2,0,2,0,0,4
408,Cal Quantrill,TEX,2,2,4.76,29,2,0,0,,35,151,33,20,18,5,13,1,2,25
409,Mason Barnett,ATH,1,2,5.24,20,3,0,0,,31.1,139,32,19,18,5,15,1,2,27
410,Jonathan Cannon,CHW,2,3,5.26,16,6,0,0,,38,166,40,24,22,6,14,0,2,26
411,Anthony Molina,ATL,1,0,4.49,16,0,0,0,,10.2,46,11,6,5,1,3,0,0,8
412,Liam Hendriks,CHC,0,0,3.93,9,0,0,0,,6.1,26,6,3,3,1,2,0,0,7
413,Drew Thorpe,CHW,1,1,4.77,2,2,0,0,,10.1,44,10,6,5,2,4,0,0,7
414,Lazaro Estrada,TOR,1,1,4.76,12,1,0,0,,16,68,15,9,8,3,6,0,1,15
415,Brandan Bidois,PIT,1,1,4.49,34,0,0,3,,24.1,106,21,13,12,3,12,1,1,26
416,Mitch Bratt,ARI,0,0,4.62,1,1,0,0,,5,22,5,3,3,1,1,0,0,4
417,Brent Suter,LAA,1,1,4.34,39,0,0,7,,29,124,28,15,14,4,11,0,1,24
418,Tyler Wells,BAL,2,1,4.28,39,0,1,8,,26.1,110,23,14,13,5,8,1,1,24
419,Danny Coulombe,BOS,1,1,4.28,40,0,0,8,,28.1,120,26,15,13,4,11,1,1,25
420,Ricky Vanasco,DET,1,1,4.33,34,0,0,3,,24.1,106,21,13,12,3,13,1,1,25
421,Taylor Rogers,MIN,1,1,4.91,41,0,4,8,,28.1,124,28,17,15,4,12,1,2,27
422,Ryan Borucki,SFG,1,1,4.23,34,0,0,3,,22.2,98,22,12,11,2,9,0,1,18
423,Cole Wilcox,SEA,1,0,4.33,14,0,0,0,,10.2,47,10,6,5,1,5,0,1,10
424,Jalen Beeks,TEX,1,1,4.2,40,0,1,8,,26,112,24,13,12,3,10,1,1,21
425,Josh Stephan,TEX,1,1,4.57,11,2,0,0,,16.2,71,16,9,8,3,5,0,1,12
426,Josiah Gray,WSN,1,2,5.36,4,4,0,0,,22,97,22,14,13,4,10,0,1,17
427,Joe Mantiply,TOR,1,0,4.29,14,0,0,0,,9.2,42,10,5,5,1,3,0,0,8
428,Chase Lee,TOR,1,1,4.33,21,0,0,0,,14.2,63,14,8,7,2,5,1,1,14
429,Juan Mejia,COL,1,1,5,41,0,8,5,,30.2,138,31,18,17,4,16,1,2,32
430,Ryan Brasier,TEX,0,0,3.97,12,0,0,0,,6.2,27,6,3,3,1,2,0,0,6
431,George Klassen,LAA,1,1,5.22,2,2,0,0,,10.1,46,11,6,6,2,5,0,1,8
432,Brady Basso,ATH,1,1,4.51,27,0,0,0,,19,82,19,10,9,2,7,1,1,17
433,Logan VanWey,HOU,1,1,4.21,26,0,0,0,,18.1,79,16,9,9,2,9,1,1,20
434,Dylan Smith,SFG,1,0,4.31,15,0,0,0,,9.2,42,9,5,5,1,4,0,1,9
435,Erick Fedde,CHW,2,4,5.53,9,9,0,0,,46.2,205,49,30,29,9,19,0,2,30
436,John Schreiber,KCR,1,1,4.5,39,0,1,8,,27,116,27,14,13,3,10,1,1,20
437,James Karinchak,ATL,1,1,4.71,26,0,0,0,,17.1,77,14,10,9,2,10,0,1,21
438,Gavin Hollowell,CHC,1,1,4.12,20,0,0,0,,13.2,59,11,7,6,2,7,1,1,14
439,Brock Burke,CIN,1,1,4.57,41,0,1,8,,28.2,124,29,16,15,4,10,1,1,25
440,Ryan Watson,BOS,1,1,4.58,31,0,0,3,,22,95,21,12,11,3,8,1,1,19
441,Josh Simpson,SEA,1,1,4.19,27,0,0,0,,20.1,89,18,10,9,2,11,1,1,22
442,Jakob Junis,TEX,1,1,4.48,42,0,4,7,,27.2,116,27,15,14,4,7,1,1,21
443,Wilber Dotel,PIT,1,1,4.73,29,1,0,0,,33.2,148,32,19,18,5,16,1,2,30
444,Colin Selby,BAL,1,1,4.28,22,0,0,0,,14.2,63,13,7,7,2,7,0,1,14
445,Matt Gage,SFG,1,1,4.81,38,0,0,8,,25.2,113,27,15,14,3,11,1,1,22
446,Félix Bautista,BAL,0,0,3.66,7,0,0,0,,5,21,4,2,2,1,2,0,0,6
447,Jack Wenninger,NYM,1,1,4.9,6,2,0,0,,14,61,14,8,8,2,5,0,1,12
448,Tommy Nance,TOR,0,0,4.28,13,0,0,0,,9,39,8,5,4,1,4,0,1,9
449,Josh Sborz,TEX,1,1,4.51,22,0,0,0,,13.2,58,12,7,7,2,6,0,1,13
450,Domingo Gonzalez,SEA,1,1,4.49,21,0,0,0,,16,69,15,9,8,2,7,0,1,15
451,Jonathan Bowlan,PHI,2,1,4.69,36,0,0,6,,27.2,121,27,16,14,4,11,1,1,26
452,Nestor German,BAL,0,0,4.71,5,1,0,0,,8.2,37,8,5,5,1,3,0,0,8
453,Braden Nett,ATH,1,1,5.13,13,2,0,0,,20,90,20,12,11,3,10,0,1,18
454,Greg Weissert,BOS,1,1,4.44,41,0,1,9,,29,124,28,15,14,4,10,1,1,25
455,Andrew Hoffmann,ARI,1,1,4.81,28,0,0,0,,20,89,20,12,11,2,9,1,1,18
456,Gavin Stone,LAD,0,0,4.83,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
457,Pete Hansen,STL,0,0,4.99,1,1,0,0,,5,22,6,3,3,1,2,0,0,3
458,Max Lazar,PHI,1,0,4.43,12,0,0,0,,10,42,10,5,5,1,3,0,0,8
459,Brody Hopkins,TBR,0,1,5.26,2,2,0,0,,10,44,10,6,6,1,5,0,1,8
460,Garrett Acton,MIN,1,1,4.53,21,0,0,0,,13.2,59,12,7,7,2,6,1,1,15
461,Chase Shugart,PHI,1,1,4.63,31,0,0,3,,24,104,24,13,12,3,9,1,1,22
462,Luis Curvelo,TEX,1,0,4.15,18,0,0,0,,10.2,45,9,5,5,2,4,0,1,10
463,Cristian Mena,ARI,0,0,4.2,7,0,0,0,,5.2,24,5,3,3,1,2,0,0,6
464,Tayler Saucedo,LAA,1,1,4.44,29,0,0,0,,21.1,93,21,11,11,2,9,1,1,20
465,Chase Silseth,LAA,1,1,4.37,38,0,0,8,,28.1,122,25,15,14,3,13,1,2,28
466,Carlos Rodriguez,MIL,1,1,4.31,20,0,0,0,,13.1,57,11,7,6,2,6,0,1,12
467,Javier Assad,CHC,1,1,4.69,15,1,0,0,,18.2,81,18,10,10,2,8,0,1,14
468,Tanner Banks,PHI,1,1,4.79,34,0,0,4,,26.1,114,27,15,14,4,9,0,1,24
469,Spencer Turnbull,,1,1,5.36,2,2,0,0,,10.1,45,11,6,6,2,5,0,1,7
470,Ty Madden,DET,1,1,4.81,12,1,0,0,,15.2,67,15,9,8,2,6,0,1,15
471,JP Sears,SDP,1,1,4.61,12,1,0,0,,15,64,14,8,8,2,5,0,1,12
472,Joe Rock,CHW,0,0,4.02,12,0,0,0,,8,34,7,4,4,1,3,0,0,7
473,Ryan Yarbrough,NYY,1,1,4.36,34,0,0,5,,23.2,101,22,12,11,3,8,1,2,19
474,Michael Fulmer,SFG,0,0,4.48,9,0,0,0,,6.1,27,6,3,3,1,3,0,0,6
475,Brandon Eisert,CHW,1,1,4.63,34,0,0,4,,24.1,105,24,13,12,3,9,1,1,22
476,Easton McGee,MIL,1,0,4.48,15,0,0,0,,9.1,40,9,5,5,1,3,0,0,8
477,Thomas Harrington,PIT,1,1,5.15,10,1,0,0,,14,61,15,9,8,2,5,0,1,11
478,Austin Warren,NYM,1,1,4.57,35,0,0,5,,24.1,106,24,13,12,3,10,1,1,23
