#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
479,Matt Waldron,SDP,1,1,4.92,8,1,0,0,,11,48,11,6,6,2,4,0,1,9
480,Mitch Farris,LAA,1,1,4.67,35,0,0,3,,26,114,25,14,13,3,12,1,1,26
481,Carlos Estévez,KCR,1,1,4.69,22,0,3,0,,14.2,63,14,8,8,2,5,0,1,12
482,Sammy Peralta,COL,1,1,4.93,19,0,0,0,,14,62,15,8,8,2,5,1,1,11
483,Caden Dana,LAA,1,2,5.38,5,5,0,0,,27.1,120,27,17,16,5,11,0,1,23
484,Cole Henry,WSN,1,1,4.47,34,0,3,9,,23,100,20,12,11,3,11,1,2,22
485,Kyle Finnegan,DET,2,1,4.55,41,0,3,7,,29.1,127,28,16,15,4,12,1,1,25
486,Danny Young,ATL,0,0,4.23,9,0,0,0,,6.1,27,6,3,3,1,3,0,0,6
487,José Leclerc,SDP,0,0,4.33,15,0,0,0,,9.2,42,8,5,5,1,5,0,1,10
488,Cameron Foster,BAL,1,1,4.66,26,0,0,0,,17.1,76,17,10,9,2,8,0,1,16
489,Taylor Rashi,ARI,1,1,4.37,22,0,0,0,,16,69,14,8,8,2,8,1,1,15
490,Kohl Drake,ARI,0,0,5.16,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
491,Garrett Hawkins,SDP,1,1,4.38,18,0,0,0,,11.2,50,10,6,6,2,5,0,1,11
492,Joel Payamps,ATL,0,0,4.43,7,0,0,0,,4.2,20,5,3,2,1,1,0,0,4
493,Brendan Beck,NYY,0,0,4.28,12,0,0,0,,8.1,35,7,4,4,1,3,0,0,8
494,Caleb Ferguson,CIN,1,1,4.62,34,0,0,3,,23.2,103,24,13,12,3,10,0,1,19
495,Seth Johnson,PHI,1,1,4.56,24,0,0,0,,18.2,82,17,10,10,2,9,1,1,19
496,Marco Raya,MIN,1,0,4.37,16,0,0,0,,10,44,9,5,5,1,5,0,1,9
497,Rolddy Muñoz,ATL,0,0,4.3,12,0,0,0,,8,34,7,4,4,1,4,0,0,8
498,Gabriel Hughes,COL,1,1,5.23,15,1,0,0,,19.2,88,21,12,12,3,8,0,1,17
499,Miguel Ullola,HOU,0,0,3.96,8,0,0,0,,5.2,25,4,3,3,1,4,0,0,7
500,Ian Hamilton,ATL,0,0,4.38,8,0,0,0,,5.1,24,5,3,3,1,2,0,0,5
501,Joel Kuhnel,ATH,1,1,5.03,40,0,3,8,,28.2,125,32,17,16,4,8,1,2,20
502,Paxton Schultz,WSN,1,1,4.82,31,0,0,3,,21,92,20,12,11,3,10,1,1,20
503,Jesse Scholtens,TBR,1,2,5.39,12,3,0,0,,23.2,103,25,15,14,4,8,0,1,18
504,Fernando Cruz,NYY,2,1,4.63,42,0,1,9,,29.1,128,25,16,15,5,15,0,2,38
505,Gregory Santos,SFG,1,1,4.72,24,0,0,0,,16,70,17,9,8,1,6,0,1,10
506,Bruce Zimmermann,STL,0,0,4.57,7,0,0,0,,6.1,27,7,3,3,1,2,0,0,6
507,Alek Jacob,SDP,1,1,4.44,21,0,0,0,,13.2,59,13,7,7,2,6,0,1,12
508,Kade Strowd,ARI,1,1,4.45,20,0,0,0,,14.2,64,14,8,7,1,7,0,1,13
509,Colton Gordon,HOU,1,0,4.49,14,0,0,0,,9.2,41,9,5,5,1,3,0,0,9
510,Yariel Rodríguez,TOR,1,1,4.35,35,0,0,3,,24.2,107,20,13,12,3,13,1,2,25
511,Spencer Bivens,SFG,0,0,4.43,13,0,0,0,,8.1,36,8,4,4,1,3,0,0,6
512,Keegan Akin,BAL,1,1,4.64,37,0,0,5,,25,108,25,14,13,4,9,1,1,22
513,Ryan Ramsey,KCR,0,0,5.4,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
514,Joey Gerber,NYM,1,1,4.69,24,0,0,0,,16.2,72,16,9,9,2,7,1,1,16
515,Zach Pop,PHI,1,1,4.44,29,0,0,0,,22.1,98,23,12,11,2,8,1,1,16
516,Rob Zastryzny,MIL,1,1,4.58,27,0,0,0,,18.2,80,18,10,9,3,7,0,1,18
517,Reiver Sanmartin,SFG,0,0,4.39,8,0,0,0,,5.2,24,6,3,3,0,2,0,0,4
518,Ryan Webb,CLE,0,0,5.2,1,1,0,0,,5.1,23,5,3,3,1,2,0,0,4
519,Braydon Tucker,PHI,0,0,5.35,1,1,0,0,,5,22,5,3,3,1,2,0,0,3
520,Ronel Blanco,HOU,1,1,4.6,6,1,0,0,,10.2,46,9,6,6,2,5,0,0,11
521,Alec Gamboa,BOS,1,1,4.06,23,0,0,0,,16.1,70,14,8,7,1,8,1,1,13
522,George Soriano,STL,1,1,4.81,40,0,1,9,,30.2,135,30,17,16,4,14,1,2,26
523,Alex Carrillo,NYM,1,0,4.36,13,0,0,0,,8.2,38,7,5,4,1,4,0,1,10
524,Bailey Falter,KCR,1,1,5,14,1,0,0,,17,74,17,10,9,3,6,0,1,13
525,Tyler Uberstine,BOS,0,0,5.28,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
526,Joel Peguero,SFG,1,1,4.89,40,0,2,8,,27,120,28,16,15,3,13,1,2,22
527,Dane Dunning,SEA,0,0,5.41,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
528,Sean Guenther,DET,0,0,4.27,7,0,0,0,,5.1,22,5,3,2,1,2,0,0,4
529,McCade Brown,COL,0,0,5.9,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,4
530,José Suarez,ATH,1,1,4.99,26,0,0,0,,18,80,18,11,10,3,8,1,1,18
531,Jeff Criswell,COL,1,1,5.13,17,0,0,0,,12.2,56,12,8,7,2,6,1,1,13
532,Cody Bolton,HOU,0,0,4.41,8,0,0,0,,5.2,25,5,3,3,1,3,0,0,5
533,Vince Velasquez,CHC,0,0,5.24,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
534,Carlos Lagrange,NYY,0,0,4.15,7,0,0,0,,5,21,4,2,2,1,3,0,0,6
535,Tim Hill,NYY,2,1,4,43,0,1,11,,30,128,31,14,13,3,9,1,1,15
536,Alex McFarlane,PHI,0,0,4.42,9,0,0,0,,7.2,33,7,4,4,1,4,0,0,8
537,Juan Burgos,ARI,0,0,4.34,11,0,0,0,,8.1,36,8,4,4,1,4,0,1,7
538,Ryan Weiss,HOU,1,0,4.57,16,0,0,0,,11,49,10,6,6,2,5,0,1,12
539,Wyatt Mills,LAD,1,0,4.52,18,0,0,0,,11.2,51,11,6,6,1,5,0,1,11
540,Yovanny Cruz,NYY,1,1,4.39,27,0,0,0,,18.2,81,16,10,9,3,9,1,1,19
541,Yosver Zulueta,SEA,0,0,4.24,6,0,0,0,,5,21,4,2,2,0,3,0,0,5
542,Yoendrys Gómez,MIN,1,1,4.73,40,0,4,8,,27.1,121,25,15,14,4,14,1,2,27
543,Enmanuel De Jesus,DET,1,1,4.98,36,0,0,5,,25.2,115,26,15,14,3,12,1,2,22
544,Joe La Sorsa,PIT,0,0,4.42,12,0,0,0,,8.1,36,9,5,4,1,3,0,0,6
545,Dennis Santana,PIT,1,1,4.91,41,0,2,10,,29.1,129,30,17,16,4,12,1,2,24
546,Jack Ralston,MIA,0,0,4.33,13,0,0,0,,9.1,41,8,5,5,1,6,0,1,10
547,Grant Anderson,MIL,1,1,4.59,40,0,0,8,,28.2,123,27,16,15,4,11,1,2,27
548,Paul Gervase,LAD,1,1,4.37,27,0,0,0,,17.2,76,15,9,9,3,9,1,1,19
549,Austin Love,STL,0,0,4.69,15,0,0,0,,12.1,53,12,7,6,2,5,0,1,11
550,Yoniel Curet,DET,0,0,4.16,5,0,0,0,,3.2,16,3,2,2,0,2,0,0,4
551,Prelander Berroa,CHW,0,0,4.21,5,0,0,0,,3.2,16,3,2,2,0,2,0,0,4
552,Jordan Romano,COL,0,0,5.08,12,0,0,0,,8.2,39,9,5,5,1,3,0,0,9
553,Lake Bachar,MIA,1,1,4.79,35,0,0,5,,25.1,110,23,14,13,4,12,1,1,27
554,Sawyer Gipson-Long,DET,1,1,5.01,9,1,0,0,,12.1,53,13,7,7,2,4,0,1,10
555,Justin Hagenman,NYM,0,0,4.59,9,0,0,0,,6.1,27,6,4,3,1,2,0,0,6
556,PJ Poulin,WSN,1,1,4.49,30,0,0,0,,20.1,88,19,11,10,2,9,1,1,17
557,Stephen Jones,MIA,0,0,4.74,5,0,0,0,,3.2,16,4,2,2,0,2,0,0,3
558,James McArthur,KCR,0,0,4.69,8,0,0,0,,5.2,25,6,3,3,1,2,0,0,5
559,Elvis Alvarado,ATH,1,1,4.76,33,0,0,3,,23.1,103,22,13,12,3,12,1,2,23
560,Ben Peoples,CHW,0,0,4.37,13,0,0,0,,8.2,38,8,5,4,1,4,0,0,8
561,Tanner McDougal,CHW,0,0,5.36,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
562,Angel Chivilli,NYY,1,1,4.43,20,0,0,0,,13.2,59,13,7,7,2,5,0,1,12
563,Yilber Díaz,ARI,0,0,4.54,13,0,0,0,,9.2,43,8,5,5,1,6,0,1,10
564,Tate Kuehner,MIL,0,0,4.11,9,0,0,0,,7,30,6,3,3,1,4,0,0,7
565,Brock Stewart,LAD,1,0,4.83,22,0,0,0,,14.1,63,13,8,8,2,7,0,1,17
566,Cameron Weston,BAL,0,0,5.37,1,1,0,0,,5.1,23,5,3,3,1,2,0,0,4
567,Mitch Spence,KCR,1,1,5.05,19,1,0,0,,22.1,97,24,13,13,3,8,1,1,16
568,Jake Cousins,LAD,0,0,4.34,5,0,0,0,,3.1,14,3,2,2,0,2,0,0,4
569,Max Kranick,WSN,0,0,4.82,10,0,0,0,,6,26,6,3,3,1,2,0,0,5
570,Michael Darrell-Hicks,PIT,0,0,4.88,7,0,0,0,,5,22,5,3,3,1,2,0,0,4
571,Jayden Murray,HOU,1,1,4.48,24,0,0,0,,17,73,16,9,8,2,7,0,1,14
572,Chris Roycroft,STL,1,1,4.88,27,0,0,0,,21,94,22,12,11,2,10,1,1,15
573,Samy Natera Jr.,LAA,0,0,4.42,14,0,0,0,,10,44,8,5,5,1,5,0,1,12
574,Alan Rangel,PHI,2,2,5.58,12,4,0,0,,28.1,125,30,19,18,6,11,0,1,23
575,Chad Dallas,TOR,1,1,4.82,11,1,0,0,,15,65,14,9,8,2,7,0,1,13
576,Evan Fitterer,SDP,0,0,4.17,9,0,0,0,,6.1,28,6,3,3,1,4,0,0,5
577,Yaramil Hiraldo,BAL,0,0,4.59,7,0,0,0,,5,21,4,3,3,1,2,0,0,5
578,Jake Bloss,TOR,0,0,4.53,7,0,0,0,,5,21,4,3,2,1,2,0,0,5
579,AJ Smith-Shawver,ATL,0,0,4.57,5,0,0,0,,3.1,15,3,2,2,0,2,0,0,4
580,Bailey Horn,DET,1,0,4.46,16,0,0,0,,11,48,10,6,5,1,5,0,1,10
581,Josh Walker,BAL,1,0,4.55,16,0,0,0,,10.1,45,10,6,5,1,5,0,0,10
582,Alexis Díaz,TEX,0,0,4.41,11,0,0,0,,5.2,25,5,3,3,1,3,0,1,6
583,Carlos Vargas,SEA,0,0,4.6,5,0,0,0,,4,18,4,2,2,0,2,0,0,3
584,Jhony Brito,SDP,1,1,4.61,17,0,0,0,,11,48,11,6,6,1,4,0,0,7
585,Andry Lara,WSN,0,0,4.65,4,0,0,0,,3,12,3,2,1,0,1,0,0,2
586,Daniel Duarte,NYM,1,1,4.47,30,0,0,0,,21,91,20,11,10,2,10,1,1,17
587,Julian Fernández,WSN,1,1,4.63,21,0,0,0,,13.2,60,13,8,7,2,6,0,1,12
588,Michael Grove,TBR,0,0,4.99,11,0,0,0,,7.2,34,8,5,4,1,3,0,0,8
589,Tucker Davidson,PHI,0,0,5.69,1,1,0,0,,5,23,6,3,3,1,2,0,0,3
590,Bobby Miller,LAD,0,0,4.58,8,0,0,0,,5.1,23,5,3,3,1,2,0,0,5
591,Huascar Brazobán,NYM,2,1,4.44,40,0,1,9,,28,122,25,15,14,3,15,1,2,25
592,Drey Jameson,ARI,1,0,4.82,15,0,0,0,,11,49,11,6,6,1,4,0,1,9
593,Ronan Kopp,LAD,0,0,4.31,7,0,0,0,,4.2,20,4,2,2,0,3,0,0,5
594,Beau Brieske,DET,1,1,4.64,18,0,0,0,,12.1,54,12,7,6,2,5,0,1,10
595,Jake Miller,CLE,0,0,4.51,5,0,0,0,,3.2,16,3,2,2,1,2,0,0,3
596,Connor Brogdon,CLE,0,0,4.69,6,0,0,0,,4.1,19,4,2,2,1,2,0,0,4
597,Bryse Wilson,PHI,0,0,5.9,1,1,0,0,,5,23,6,4,3,1,2,0,0,3
598,Chris Devenski,PIT,1,1,5.12,26,0,0,0,,18.2,80,19,11,11,3,7,0,1,18
599,Michel Otañez,TEX,1,0,4.44,17,0,0,0,,10,45,8,5,5,1,7,0,1,11
600,Geoff Hartlieb,ATH,0,0,5.22,5,0,0,0,,3.2,17,4,2,2,1,2,0,0,4
601,Chen Zhong-Ao Zhuang,ATH,0,0,4.97,7,0,0,0,,5.1,22,5,3,3,1,2,0,0,4
602,Johan Oviedo,BOS,0,0,4.49,11,0,0,0,,7.2,34,7,4,4,1,4,0,1,7
603,Zak Kent,WSN,1,1,4.75,25,0,0,0,,16.2,73,16,9,9,2,7,1,1,14
604,Drew Smith,MIN,0,0,5.12,10,0,0,0,,5.2,25,6,3,3,1,2,0,0,5
605,Eduarniel Núñez,BAL,1,1,4.5,20,0,0,0,,13,58,11,7,7,1,8,0,1,13
606,Landon Knack,LAD,0,0,4.92,4,0,0,0,,2.2,11,2,2,1,0,1,0,0,3
607,Anthony Banda,MIN,1,1,4.93,37,0,1,6,,25.1,112,25,15,14,3,11,1,1,23
608,Ryan Rolison,CHC,1,1,4.4,37,0,0,7,,25.1,110,25,13,12,3,10,1,1,21
609,Gus Varland,WSN,1,1,5.12,41,0,6,7,,28,124,29,17,16,4,12,1,2,25
610,Chris Murphy,CHW,1,1,4.42,24,0,0,0,,17,74,15,9,8,2,8,1,1,15
611,Trevor Williams,WSN,1,1,5.26,15,1,0,0,,18,79,20,11,11,3,6,0,1,13
612,Grant Hartwig,MIN,0,0,4.92,9,0,0,0,,6.2,29,7,4,4,1,3,0,0,6
613,Scott Barlow,ATH,1,1,4.8,41,0,3,9,,29.1,129,27,17,16,4,15,1,2,29
614,Luis Mey,CIN,1,1,4.45,20,0,0,0,,13.1,60,12,7,7,1,8,0,1,14
615,Chayce McDermott,LAD,1,0,4.68,12,0,0,0,,7.2,34,6,4,4,1,5,0,0,9
616,Cole Sulser,TBR,1,1,4.68,32,0,0,3,,24,105,23,13,13,3,10,1,1,21
617,Zack Kelly,BOS,1,1,4.61,27,0,0,0,,19,84,18,11,10,2,9,1,1,17
618,Logan Gillaspie,SDP,0,0,4.91,12,0,0,0,,7.2,33,8,4,4,1,3,0,0,6
619,Ben Casparius,LAD,1,0,4.91,16,0,0,0,,10.1,45,10,6,6,2,5,0,1,10
620,Rafael Montero,NYY,0,0,4.85,4,0,0,0,,2.2,12,3,2,2,0,1,0,0,3
621,Derek Law,ARI,0,0,5.14,9,0,0,0,,7,31,8,4,4,1,3,0,0,5
622,Carson Palmquist,WSN,0,0,4.72,13,0,0,0,,8,36,7,5,4,1,4,0,0,8
623,Zach Brzykcy,MIA,0,0,4.94,10,0,0,0,,7.1,32,7,4,4,1,4,0,0,7
624,Shane Murphy,CHW,0,0,4.48,7,0,0,0,,5,22,5,3,3,1,2,0,0,4
625,Ken Waldichuk,WSN,0,0,4.96,5,0,0,0,,3.2,16,3,2,2,1,2,0,0,3
626,Luis Peralta,CHC,1,0,4.44,17,0,0,0,,11.2,51,10,6,6,1,7,0,1,12
627,Beck Way,KCR,0,0,4.76,10,0,0,0,,6,27,5,3,3,1,3,0,1,5
628,Mike Clevinger,PIT,0,0,5.17,14,0,0,0,,10,44,10,6,6,2,4,0,1,8
629,Steven Wilson,TBR,0,0,4.85,9,0,0,0,,7,30,6,4,4,1,3,0,0,7
630,Scott Blewett,STL,1,1,5.21,21,0,0,0,,16.2,74,17,10,10,2,7,0,1,14
631,Pedro Avila,CLE,0,1,4.91,14,0,0,0,,9.1,42,10,6,5,1,5,0,1,8
632,Brooks Kriske,ATH,1,0,4.98,14,0,0,0,,9.1,41,8,5,5,1,5,0,1,11
633,Victor Vodnik,COL,1,1,5.14,27,0,2,0,,20,91,22,12,12,2,10,1,1,17
634,Justin Sterner,ATH,1,1,4.89,39,0,1,8,,27.2,120,26,16,15,5,10,1,2,27
635,TJ Shook,COL,0,0,5.56,8,0,0,0,,6,27,6,4,4,1,3,0,0,6
636,Christian Roa,CHC,0,0,4.77,7,0,0,0,,5,22,4,3,3,1,3,0,0,5
637,Doug Nikhazy,CHC,0,0,4.64,9,0,0,0,,6.1,28,5,3,3,1,4,0,0,6
638,Michael Lorenzen,COL,4,8,6,26,17,0,0,,89.1,402,104,64,60,16,35,0,4,62
639,Kirby Yates,LAA,1,1,4.66,39,0,3,9,,29,126,24,16,15,4,15,1,2,33
640,Chase Solesky,TBR,1,1,5.21,19,1,0,0,,24.1,107,25,15,14,4,10,1,1,20
641,Nate Pearson,HOU,2,1,4.66,40,0,1,8,,28.1,123,25,16,15,4,13,1,2,28
642,Jack Anderson,BOS,1,1,4.87,19,0,0,0,,13.1,58,14,8,7,2,4,0,1,11
643,Ryne Stanek,STL,1,1,4.85,41,0,1,11,,31.1,138,28,18,17,4,17,1,1,31
644,Orlando Ribalta,WSN,1,1,4.77,38,0,1,6,,26,114,24,15,14,4,13,1,1,22
645,Julian Aguiar,CIN,1,1,4.98,13,1,0,0,,16.1,71,17,10,9,3,5,0,1,12
646,Daysbel Hernández,ATL,1,1,4.81,22,0,0,0,,14.2,66,13,8,8,2,9,0,1,14
647,Duncan Davitt,CHW,1,1,4.86,16,0,0,0,,11,48,11,6,6,2,4,0,1,10
648,Isaac Mattson,PIT,1,1,5.07,33,0,0,0,,23.2,105,23,14,13,3,13,1,1,21
649,Trent Thornton,CHC,1,1,4.82,33,0,0,4,,22.2,99,23,13,12,3,8,0,1,18
650,Jackson Rutledge,PHI,0,0,5.1,10,0,0,0,,8.1,37,9,5,5,1,4,0,1,7
651,Germán Márquez,SDP,2,2,5.45,13,5,0,0,,30.2,135,33,20,19,6,11,0,1,21
652,Jared Shuster,STL,0,0,5.08,12,0,0,0,,10,44,10,6,6,1,4,0,0,7
653,Hogan Harris,ATH,2,1,4.78,43,0,9,7,,30.2,137,28,18,16,4,17,1,2,31
654,Tyler Schweitzer,CHW,1,1,4.58,22,0,0,0,,15.1,67,15,8,8,2,6,0,1,12
655,Zach Maxwell,CIN,1,1,4.86,28,0,0,0,,19.1,86,17,11,10,3,11,1,1,21
656,Andre Granillo,WSN,1,1,4.94,18,0,0,0,,11.2,51,11,7,6,2,6,0,1,10
657,Jason Alexander,HOU,1,1,5.25,19,2,0,0,,26.2,118,29,17,16,4,10,1,1,20
658,Tyler Ferguson,CHC,0,0,4.83,13,0,0,0,,8.2,39,8,5,5,1,5,0,1,8
659,Bradley Blalock,MIA,1,1,5.07,16,0,0,0,,11.2,51,12,7,7,2,5,1,1,9
660,Misael Tamarez,SDP,0,0,4.97,7,0,0,0,,5,21,4,3,3,1,3,0,0,4
661,Enyel De Los Santos,HOU,2,1,4.79,41,0,1,8,,29,126,28,17,15,5,11,1,2,27
662,AJ Blubaugh,HOU,1,1,4.56,36,0,0,6,,25.1,111,23,14,13,4,12,1,1,23
663,Dietrich Enns,BAL,0,0,5.31,8,0,0,0,,5.2,25,6,4,3,1,3,0,0,5
664,Tyler Gilbert,CHW,1,1,4.83,17,0,0,0,,11.2,51,11,7,6,2,5,0,1,10
665,Jake Eder,LAD,0,0,5.18,9,0,0,0,,6,26,6,4,3,1,3,0,0,5
666,Eli Morgan,KCR,1,1,5.15,27,0,0,0,,18.1,79,19,11,10,3,6,0,1,15
667,Taylor Clarke,ARI,1,1,4.78,42,0,0,9,,30,128,31,17,16,5,8,1,1,21
668,Victor Mederos,ATL,0,0,5.17,13,0,0,0,,8.2,38,9,5,5,1,4,0,1,7
669,Josh Staumont,CIN,0,0,5.14,9,0,0,0,,6.2,29,6,4,4,1,4,0,0,6
670,Brennan Bernardino,COL,1,1,5.39,40,0,1,8,,30,135,34,19,18,4,13,1,2,25
671,Alex Lange,KCR,1,1,4.92,37,0,1,8,,25.1,114,24,15,14,3,15,0,2,24
672,Ty Adcock,SDP,1,0,4.69,16,0,0,0,,10.1,45,10,6,5,2,4,0,0,9
673,Craig Kimbrel,TBR,1,1,4.77,36,0,0,7,,27.1,119,23,15,14,4,15,1,2,32
674,Adbert Alzolay,NYM,1,0,4.92,16,0,0,0,,11,47,11,6,6,2,3,0,1,9
675,Jordan Hicks,CHW,1,1,4.57,26,0,0,0,,18.1,81,17,10,9,2,9,0,1,14
676,Valente Bellozo,COL,0,0,5.53,10,0,0,0,,7.1,32,8,5,4,1,3,0,0,5
677,Sam Aldegheri,LAA,1,2,5.27,23,3,0,0,,35.1,158,37,22,21,5,17,1,2,27
678,Tanner Andrews,TOR,1,0,5.06,18,0,0,0,,12.2,56,12,8,7,2,6,0,1,11
679,Hagen Danner,CIN,0,0,5.28,11,0,0,0,,7,31,7,4,4,1,3,0,0,6
680,Charlie Barnes,LAD,0,0,5.42,10,0,0,0,,6.1,29,7,4,4,1,3,0,0,5
681,Kyle Hart,SDP,1,1,4.75,28,0,0,0,,18.2,82,18,11,10,3,8,0,1,16
682,Austin Voth,TOR,0,0,5.55,8,0,0,0,,5.2,25,6,4,3,1,2,0,0,5
683,Casey Legumina,TBR,1,1,4.96,35,0,0,5,,26.1,116,27,16,15,4,11,1,1,22
684,Wandy Peralta,SDP,1,1,4.18,36,0,0,5,,24.1,105,23,12,11,2,12,1,1,17
685,Tommy Kahnle,BOS,1,0,4.67,15,0,0,0,,10.2,47,10,6,5,1,5,0,1,9
686,Jake Woodford,MIL,1,1,4.96,35,0,0,4,,24.2,109,26,15,14,4,9,1,1,19
687,Burch Smith,DET,1,1,5.23,21,0,0,0,,14.2,65,15,9,8,2,7,0,1,14
688,Connor Seabold,TOR,1,1,5.21,31,0,0,5,,21.2,96,22,13,13,4,8,1,1,19
689,Anderson Severino,NYM,0,0,5.29,8,0,0,0,,5.2,26,6,4,3,1,4,0,0,5
690,Drew Pomeranz,LAA,1,1,5.02,33,0,0,5,,24.1,108,24,15,14,4,11,1,1,25
691,Nick Raquet,BAL,1,1,4.96,30,0,0,0,,20,89,21,12,11,3,9,1,1,16
692,Ron Marinaccio,SDP,1,1,4.72,40,0,0,8,,27,118,24,15,14,3,14,1,2,24
693,Jose Quintana,COL,2,4,6.36,8,8,0,0,,40.2,187,50,31,29,7,18,0,2,23
694,Hunter Bigge,TBR,1,1,4.73,38,0,1,8,,28.2,125,26,16,15,4,14,1,2,26
695,Michael Petersen,MIA,1,1,5.05,40,0,1,10,,28.2,128,27,17,16,4,16,1,2,29
696,Mason Black,KCR,1,1,5.13,34,0,0,5,,23.1,104,23,14,13,3,11,1,1,20
697,Paul Blackburn,NYY,1,1,5.24,35,0,0,7,,24.1,107,26,15,14,4,9,1,1,19
698,Jordan Leasure,CHW,1,1,4.69,37,0,0,6,,26.1,114,23,15,14,5,12,1,1,28
699,JT Brubaker,SFG,1,1,5.52,35,0,0,5,,23.1,106,26,15,14,3,10,1,1,18
700,Luis Morales,ATH,2,2,5.29,25,3,0,0,,36.2,162,36,23,22,6,17,1,2,32
701,Brandon Williamson,CIN,1,1,5.18,18,1,0,0,,21.2,96,22,13,12,3,10,1,1,17
702,Nick Mears,KCR,1,1,4.96,40,0,1,10,,27.2,121,27,16,15,4,12,1,1,23
703,Blas Castaño,COL,1,1,5.65,26,0,0,0,,19.1,88,22,13,12,3,9,1,1,15
704,Michael Kopech,,1,1,4.82,18,0,0,0,,20.2,93,17,12,11,3,14,1,1,21
705,Jonathan Hernández,LAD,1,1,5.02,29,0,0,3,,19,84,19,11,11,3,10,0,1,17
706,Chase Petty,CIN,1,1,5.52,17,2,0,0,,24,108,26,16,15,4,11,1,1,18
707,Joey Estes,ATH,1,1,5.42,17,1,0,0,,20.2,91,22,13,13,4,7,1,1,15
708,Carlos Carrasco,ATL,1,1,5.89,20,0,0,0,,13.1,60,16,9,9,2,5,0,1,10
709,Mark Leiter Jr.,ATH,1,1,5.37,42,0,5,7,,30,134,31,19,18,5,12,1,2,31
710,Cam Sanders,PIT,1,1,5.12,22,0,0,0,,15.2,71,14,9,9,2,11,1,1,17
711,Trevor Martin,TBR,1,1,5.21,29,0,0,0,,21.2,95,22,14,13,4,9,1,1,19
712,Eric Lauer,LAD,2,1,5.2,27,2,0,0,,33,145,34,21,19,6,13,1,1,28
713,Kyle Nicolas,CIN,0,1,5.57,16,0,0,0,,10.2,48,10,7,7,2,6,0,1,10
714,Antonio Senzatela,COL,2,2,5.65,45,1,8,6,,53,239,64,36,33,7,19,1,3,36
715,Emilio Pagán,CIN,1,1,4.95,32,0,11,4,,22.1,95,20,13,12,5,9,0,1,22
716,Taijuan Walker,LAA,1,2,5.46,17,4,0,0,,32.1,143,35,21,20,6,13,0,2,22
717,Jose Franco,CIN,1,1,5.26,24,0,0,0,,16.1,73,16,10,10,3,8,0,1,15
718,Luis Gil,NYY,2,2,5.19,21,4,0,0,,36,159,33,22,21,6,20,0,2,29
719,Tony Santillan,CIN,1,1,5.14,45,0,4,8,,31.2,140,31,19,18,5,15,1,2,31
720,Zach Agnos,COL,2,3,5.73,26,4,0,0,,42.2,190,49,29,27,7,15,1,2,30
721,Trevor Richards,CHW,1,1,5.11,30,0,0,2,,21.1,94,19,13,12,4,11,0,1,22
722,Connor Phillips,CIN,1,1,5.25,30,0,0,0,,20.2,94,19,13,12,3,13,1,1,21
723,Pierce Johnson,CIN,1,1,5.25,40,0,2,8,,28,124,28,17,16,5,13,1,1,27
724,Luis Medina,ATH,2,2,5.41,36,2,1,4,,45,204,46,29,27,6,25,1,3,40
725,Michael Kelly,ATH,1,1,5.95,20,0,0,0,,13.2,62,15,10,9,2,7,0,1,12
726,Tejay Antone,CIN,1,1,5.44,39,0,1,7,,27.1,123,29,18,16,4,13,1,2,25
727,Keegan Thompson,COL,1,1,5.88,34,0,0,4,,25.1,116,28,18,17,4,13,1,2,21
728,Tomoyuki Sugano,COL,4,8,6.47,18,18,0,0,,88.1,397,111,68,63,19,27,0,4,51
729,Jonathan Heasley,TBR,1,1,5.75,30,0,0,0,,22.2,100,24,15,14,5,9,1,1,16
730,Tyron Guerrero,BOS,1,1,5.77,35,0,0,5,,24.2,114,25,17,16,4,15,0,2,23