#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,HBP,SO
1,Cristopher Sánchez,PHI,9,6,2.93,21,21,131.1,535,116,48,43,11,34,4,134
2,Kevin Gausman,TOR,7,7,3.88,21,21,125.1,528,118,58,54,16,37,3,122
3,Gerrit Cole,NYY,8,7,3.96,20,20,125,527,116,59,55,18,37,5,123
4,Logan Webb,SFG,8,7,3.41,20,20,125,524,122,53,47,10,35,4,113
5,Paul Skenes,PIT,9,6,2.94,21,21,123,498,100,44,40,11,33,5,149
6,Framber Valdez,DET,7,7,3.56,20,20,122.1,517,117,54,48,10,43,6,110
7,Sandy Alcantara,MIA,6,8,4.27,20,20,122,524,126,63,58,14,38,6,98
8,Jesús Luzardo,PHI,8,6,3.4,21,21,122,506,105,50,46,14,40,4,135
9,Bryan Woo,SEA,7,7,3.62,20,20,120.1,496,109,52,48,16,29,5,119
10,George Kirby,SEA,7,7,3.51,20,20,118.2,490,111,51,46,14,25,5,111
11,Zac Gallen,ARI,7,7,4.29,20,20,117.2,510,120,61,56,14,40,4,106
12,José Soriano,LAA,7,7,3.58,20,20,117.1,502,108,52,47,9,53,5,116
13,Nathan Eovaldi,TEX,7,6,3.53,19,19,116.2,484,108,50,46,13,31,5,114
14,Mitch Keller,PIT,6,8,4.38,20,20,116.2,502,118,61,57,14,38,7,99
15,Gavin Williams,CLE,7,7,3.77,20,20,116.1,496,103,53,49,14,49,4,127
16,Carlos Rodón,NYY,7,7,3.96,20,20,116.1,498,102,55,51,16,47,5,125
17,Chris Sale,ATL,8,5,3.09,19,19,115.2,471,94,43,40,12,32,7,142
18,Freddy Peralta,NYM,7,7,3.81,20,20,115.2,491,99,53,49,15,47,5,127
19,Robbie Ray,SFG,6,8,4.36,20,20,115.1,502,107,60,56,16,51,4,115
20,Aaron Nola,PHI,7,7,3.94,20,20,115,485,110,55,50,16,32,4,112
21,Drew Rasmussen,TBR,7,7,3.67,21,21,114.2,479,109,51,47,12,30,4,109
22,Michael Wacha,KCR,6,7,4.39,19,19,114.2,491,116,60,56,16,36,4,95
23,Zack Wheeler,PHI,8,6,3.2,19,19,114.2,469,97,45,41,12,30,5,128
24,Ranger Suarez,BOS,7,7,3.72,19,19,114.1,484,112,52,47,12,36,4,103
25,Tanner Bibee,CLE,6,7,4.07,20,20,114.1,487,109,56,52,16,36,5,108
26,Shota Imanaga,CHC,7,6,3.91,19,19,114,474,108,53,50,18,27,3,107
27,Jacob Misiorowski,MIL,7,6,3.43,24,19,113.2,478,88,47,43,12,51,7,142
28,Seth Lugo,KCR,6,7,4.42,19,19,113.1,492,116,60,56,15,39,4,98
29,Nolan McLean,NYM,7,6,3.47,19,19,113,480,99,48,44,11,44,7,119
30,Michael McGreevy,STL,6,7,4.04,24,18,112.2,479,120,55,51,13,29,4,79
31,Nick Martinez,TBR,6,8,4.48,24,19,112.1,484,119,60,56,16,32,5,84
32,Luis Severino,ATH,6,7,4.43,19,19,112,484,112,59,55,15,42,6,97
33,Andrew Abbott,CIN,6,8,4.69,19,19,111.1,483,113,62,58,19,40,3,97
34,Michael King,SDP,7,6,3.74,19,19,111.1,473,98,50,46,13,44,5,117
35,Sonny Gray,BOS,7,6,3.74,19,19,110.1,464,105,50,46,12,31,4,112
36,Bailey Ober,MIN,6,7,4.39,19,19,110.1,470,110,57,54,18,29,4,96
37,Jacob deGrom,TEX,7,6,3.41,19,19,110.1,449,93,45,42,14,26,3,129
38,Kyle Bradish,BAL,7,6,3.77,19,19,110,466,100,50,46,12,41,5,116
39,Jameson Taillon,CHC,6,7,4.59,19,19,109.1,467,114,60,56,18,30,3,87
40,Logan Gilbert,SEA,7,6,3.46,19,19,109.1,447,95,45,42,14,27,4,117
41,Braxton Ashcraft,PIT,6,6,3.86,23,18,109,461,105,51,47,12,35,5,100
42,Joe Ryan,MIN,7,6,3.65,19,19,108.1,447,95,47,44,14,27,6,120
43,Foster Griffin,WSN,6,7,3.92,18,18,108.1,460,107,51,47,13,32,5,96
44,Tomoyuki Sugano,COL,5,9,5.57,19,19,108,479,135,71,67,19,28,5,66
45,Merrill Kelly,ARI,6,7,4.32,18,18,108,467,110,56,52,14,37,3,93
46,Jeffrey Springs,ATH,6,7,4.63,19,19,108,467,110,59,55,17,36,4,93
47,Shane Baz,BAL,6,7,4.35,19,19,108,465,104,56,52,15,43,5,103
48,Dylan Cease,TOR,7,6,3.33,19,19,107.1,450,86,43,40,11,42,4,133
49,Davis Martin,CHW,6,7,4.06,18,18,107.1,458,105,52,48,14,36,5,94
50,Chris Bassitt,BAL,6,7,4.44,19,19,106.1,463,108,57,52,14,39,7,90
51,Randy Vásquez,SDP,5,8,4.82,19,19,106.1,467,112,61,57,16,40,6,76
52,Brady Singer,CIN,6,7,4.57,19,19,106.1,462,110,58,54,16,35,6,94
53,Casey Mize,DET,6,6,3.84,19,19,106,446,100,49,45,13,31,4,99
54,Shane McClanahan,TBR,7,6,3.47,19,19,106,439,92,44,41,12,36,3,116
55,Trey Yesavage,TOR,6,6,3.82,22,18,105.2,450,91,49,45,13,44,4,115
56,Reid Detmers,LAA,6,6,3.78,25,17,105.2,443,92,48,44,13,40,5,115
57,Hunter Brown,HOU,7,6,3.5,18,18,105.1,440,91,45,41,11,38,4,118
58,Dustin May,STL,6,7,4.17,26,17,105,454,102,53,49,13,39,6,95
59,Lucas Giolito,SDP,5,7,4.74,18,18,104,456,103,58,55,16,45,4,90
60,Parker Messick,CLE,6,6,3.73,18,18,103.2,440,96,47,43,12,36,5,101
61,Bryce Elder,ATL,6,6,4.36,18,18,103,448,108,54,50,12,36,4,86
62,Nick Lodolo,CIN,6,6,4.09,18,18,103,439,98,50,47,14,32,9,104
63,Max Meyer,MIA,6,6,3.88,18,18,103,436,96,48,44,12,36,4,102
64,Noah Cameron,KCR,6,7,4.21,18,18,103,442,103,52,48,13,36,4,87
65,Spencer Strider,ATL,7,6,3.75,18,18,103,434,86,46,43,13,42,5,123
66,Stephen Kolek,KCR,5,6,4.35,31,15,102.2,447,113,54,50,11,32,5,72
67,Andre Pallante,STL,6,7,4.22,18,18,102.2,447,108,53,48,10,42,4,74
68,Matthew Liberatore,STL,6,7,4.28,18,18,102.2,443,103,53,49,13,37,4,87
69,Yoshinobu Yamamoto,LAD,7,5,3.43,17,17,102.2,425,92,43,39,11,32,4,106
70,Spencer Arrighetti,HOU,5,7,4.57,23,17,102.2,449,94,56,52,14,49,7,102
71,Eduardo Rodriguez,ARI,6,6,4.32,22,17,102,441,103,53,49,13,38,3,88
72,Michael Lorenzen,COL,5,8,5.23,26,17,101,450,114,63,59,16,38,4,80
73,Steven Matz,TBR,6,7,4.17,24,17,100.1,427,99,50,47,13,32,4,85
74,Emerson Hancock,SEA,6,6,4.12,38,14,100,430,98,50,46,13,32,5,86
75,Jack Leiter,TEX,6,7,4.29,18,18,99.2,432,92,51,48,13,44,5,98
76,Cade Cavalli,WSN,6,6,3.87,18,18,99.1,426,95,47,43,10,35,7,92
77,Sean Burke,CHW,5,7,4.66,18,18,99.1,434,96,55,51,15,43,5,89
78,Will Warren,NYY,6,6,3.93,25,17,99.1,425,93,47,43,13,36,4,99
79,Bryce Miller,SEA,6,6,4.07,27,16,98.2,420,95,48,45,14,31,3,89
80,Kyle Leahy,STL,5,6,4.36,31,15,98.1,429,101,52,48,12,39,4,78
81,Garrett Crochet,BOS,7,5,3.1,17,17,98.1,399,81,37,34,10,28,4,120
82,Andrew Painter,PHI,5,7,4.67,22,17,98.1,426,101,55,51,15,37,4,76
83,Kyle Freeland,COL,5,7,5.15,18,18,98,433,114,60,56,16,28,4,74
84,Jack Kochanowicz,LAA,5,7,4.67,26,16,97.2,435,107,55,51,11,41,7,64
85,Trevor Rogers,BAL,6,6,4.24,18,18,97.2,421,98,50,46,12,36,4,82
86,Kyle Harrison,MIL,6,6,4.07,17,17,97.1,416,88,47,44,13,39,5,102
87,Slade Cecconi,CLE,5,7,4.49,18,18,97.1,419,101,52,49,15,28,4,82
88,Luis Castillo,SEA,6,6,3.74,30,15,97.1,409,89,44,40,12,29,4,95
89,Ryne Nelson,ARI,6,6,4.4,17,17,96.1,414,99,50,47,13,30,3,80
90,Jared Jones,PIT,6,6,3.84,22,16,95.2,405,87,44,41,11,35,4,100
91,Jack Flaherty,DET,6,6,3.93,18,18,95.1,411,85,45,42,12,38,5,105
92,Chase Burns,CIN,6,5,3.57,21,16,95,392,81,41,38,12,31,3,110
93,Matthew Boyd,CHC,6,5,3.72,17,17,95,398,87,42,39,12,30,4,89
94,Kumar Rocker,TEX,6,6,4.2,24,17,95,407,94,48,44,11,35,4,81
95,Zack Littell,WSN,5,7,4.82,17,17,94.2,408,104,54,51,16,23,4,66
96,Michael Soroka,ARI,6,6,4.14,23,16,94.2,406,91,47,44,11,33,6,92
97,Tarik Skubal,DET,7,4,2.76,16,16,94.2,378,76,32,29,9,21,3,113
98,Taj Bradley,MIN,5,6,4.11,17,17,94.1,403,88,46,43,12,36,3,95
99,Janson Junk,MIA,5,6,4.45,22,16,94.1,403,102,50,47,13,23,3,66
100,Brayan Bello,BOS,5,6,4.52,17,17,94,412,100,51,47,11,36,5,75
101,Shane Bieber,TOR,6,5,3.73,24,15,93.2,393,91,42,39,11,23,3,87
102,Landen Roupp,SFG,6,6,3.84,17,17,93,401,87,43,40,9,40,4,91
103,Bubba Chandler,PIT,5,6,4.43,25,16,93,407,88,49,46,12,44,5,87
104,Tyler Mahle,SFG,5,6,4.09,17,17,92.2,395,90,45,42,11,33,3,81
105,Brandon Sproat,MIL,5,6,4.3,22,15,91,396,88,47,44,11,41,5,80
106,MacKenzie Gore,TEX,6,6,3.71,17,17,91,384,77,40,38,11,37,4,103
107,Eury Pérez,MIA,5,6,4.07,17,17,90.2,385,78,44,41,12,36,4,102
108,Cam Schlittler,NYY,6,5,3.62,16,16,90.2,381,80,40,37,10,32,4,93
109,Edward Cabrera,CHC,6,6,4.1,17,17,90.2,388,83,45,41,11,39,5,92
110,Kris Bubic,KCR,5,5,3.9,20,15,90,383,84,42,39,10,36,3,88
111,Anthony Kay,CHW,5,6,4.31,16,16,89.2,391,92,47,43,11,36,5,68
112,David Peterson,NYM,6,5,3.59,21,15,89.1,385,85,40,36,8,37,4,81
113,Griffin Canning,SDP,5,6,4.3,20,16,89.1,388,87,46,43,12,38,3,80
114,Shohei Ohtani,LAD,7,4,3.34,16,16,88.2,365,73,36,33,10,30,4,103
115,J.T. Ginn,ATH,5,5,4.18,24,15,88.1,383,87,45,41,10,35,5,80
116,Emmet Sheehan,LAD,6,5,3.78,21,15,88.1,370,76,40,37,12,31,4,99
117,Adrian Houser,SFG,5,6,4.45,20,15,88.1,387,95,47,44,9,33,4,60
118,Logan Henderson,MIL,5,5,3.99,24,14,86.2,364,77,41,38,13,28,3,92
119,Mike Burrows,HOU,5,6,4.42,16,16,86.2,373,85,46,42,13,31,4,81
120,Joey Cantillo,CLE,5,6,4.09,24,15,86.1,373,79,42,39,11,41,3,86
121,Andrew Alvarez,WSN,5,5,3.91,38,11,86,369,85,41,37,8,34,4,69
122,Connor Prielipp,MIN,5,5,3.99,29,13,85.2,369,81,41,38,10,35,4,83
123,Connelly Early,BOS,5,5,3.94,21,14,84.1,363,79,40,37,9,33,5,83
124,Grant Holmes,ATL,5,5,4.16,27,13,83.1,360,79,42,39,10,34,3,82
125,Ryan Feltner,COL,4,6,5.16,20,15,83.1,369,91,51,48,12,34,3,68
126,Sean Manaea,NYM,5,5,3.9,31,12,82.2,351,74,39,36,11,30,5,85
127,Roki Sasaki,LAD,5,5,4.29,22,14,82.1,355,79,42,39,11,32,5,77
128,Colin Rea,CHC,5,5,4.56,21,14,82.1,357,86,45,42,12,27,4,65
129,Grayson Rodriguez,LAA,5,5,3.85,15,15,82.1,348,75,38,35,10,31,3,85
130,Max Fried,NYY,6,4,3.3,14,14,82,343,76,33,30,8,26,3,76
131,Justin Wrobleski,LAD,5,5,4.49,25,12,81.1,352,83,44,41,12,30,3,63
132,Zebby Matthews,MIN,5,5,4.01,20,14,81.1,341,80,39,36,11,21,3,73
133,Dean Kremer,BAL,5,5,4.36,18,14,80.1,345,81,42,39,12,26,3,71
134,Brandon Pfaadt,ARI,5,5,4.23,27,12,80.1,342,83,41,38,10,21,4,70
135,Ryan Weathers,NYY,5,4,3.56,27,12,80.1,338,71,35,32,10,27,3,85
136,Aaron Civale,ATH,4,6,4.91,15,15,80.1,352,85,47,44,14,27,4,65
137,Cole Ragans,KCR,5,5,3.45,15,15,79.1,333,64,33,30,9,33,3,98
138,Jacob Lopez,ATH,4,5,4.69,24,13,79.1,348,76,44,41,12,37,4,74
139,Patrick Corbin,TOR,4,5,4.43,19,14,78.2,339,82,42,39,11,25,3,63
140,Hunter Dobbins,STL,4,5,4.3,35,10,78.1,340,82,41,37,10,27,4,56
141,Brandon Woodruff,MIL,5,5,4,14,14,78.1,328,72,37,35,12,23,3,80
142,Tanner Gordon,COL,4,6,5.22,27,12,78,340,90,48,45,14,20,3,58
143,Gage Jump,ATH,5,5,4.31,14,14,78,339,77,40,37,10,32,4,70
144,Griffin Jax,TBR,5,5,3.67,25,13,78,330,69,35,32,8,30,3,84
145,Tyler Glasnow,LAD,6,4,3.47,14,14,77.1,321,63,32,30,8,30,2,92
146,Tatsuya Imai,HOU,4,5,4.34,15,15,77,336,74,40,37,9,35,4,73
147,Walbert Ureña,LAA,4,5,4.71,23,12,76,341,78,43,40,8,43,4,56
148,Noah Schultz,CHW,4,5,4.43,14,14,75,331,73,40,37,10,36,5,64
149,Justin Verlander,DET,4,5,4.36,14,14,75,323,74,39,36,11,25,3,62
150,Max Scherzer,TOR,4,5,4.47,20,13,73.1,313,71,39,36,12,22,3,69
151,Ben Brown,CHC,4,4,3.61,36,8,73,306,65,32,29,8,26,3,78
152,Chase Dollander,COL,4,6,5.2,19,13,73,326,77,45,42,11,34,4,64
153,Hunter Greene,CIN,4,4,3.94,13,13,72.2,306,61,34,32,11,27,4,87
154,Miles Mikolas,WSN,4,5,4.74,14,14,72.1,312,81,41,38,11,18,2,48
155,Walker Buehler,SDP,4,5,4.62,18,13,72,318,74,40,37,10,30,4,60
156,Rhett Lowder,CIN,4,5,4.76,20,12,71.2,314,76,41,38,10,28,3,55
157,Simeon Woods Richardson,MIN,4,5,4.66,30,9,69,302,70,38,36,10,28,2,59
158,Chad Patrick,MIL,4,4,4.21,36,8,69,294,65,34,32,10,23,3,64
159,Reynaldo López,ATL,4,4,3.93,41,6,68.1,290,63,32,30,8,25,2,71
160,Christian Scott,NYM,4,4,3.89,13,13,68,286,61,32,29,9,22,4,67
161,Tyler Phillips,MIA,3,4,4.53,35,7,67.1,296,72,37,34,8,27,3,48
162,Logan Allen,CLE,4,4,4.21,25,9,67,292,67,34,31,9,26,2,58
163,Payton Tolle,BOS,4,4,3.86,16,11,65.2,275,59,30,28,9,22,2,68
164,Jake Irvin,WSN,3,4,4.44,18,11,64.2,277,65,34,32,9,22,3,54
165,Blake Snell,LAD,5,3,3.52,12,12,64.1,273,52,27,25,7,30,2,78
166,Peter Lambert,HOU,3,4,4.53,21,9,64,281,64,35,32,9,27,3,56
167,Braxton Garrett,MIA,4,4,3.92,18,11,64,273,62,30,28,7,21,4,56
168,David Sandlin,CHW,3,4,4.71,17,10,62.1,272,63,35,33,10,25,2,51
169,Kodai Senga,NYM,4,4,4.04,12,12,62.1,270,56,30,28,7,29,2,63
170,Kai-Wei Teng,HOU,3,4,4.16,36,6,62,269,56,31,29,8,29,5,62
171,Quinn Priester,MIL,3,4,4.31,11,11,60.2,265,62,32,29,7,25,3,48
172,Carmen Mlodzinski,PIT,3,3,3.96,39,5,60.1,259,59,29,27,6,22,2,54
173,Keider Montero,DET,3,4,4.54,18,9,60.1,263,61,33,30,9,22,3,49
174,Brandon Young,BAL,3,4,4.55,17,9,59,256,61,32,30,9,20,2,49
175,Tyler Alexander,TEX,3,3,4.42,44,3,57.1,247,59,30,28,9,18,2,45
176,Grant Taylor,CHW,3,3,3.06,53,1,56.2,234,45,21,19,5,22,2,70
177,Yusei Kikuchi,LAA,3,4,4.03,11,11,56.2,239,52,27,25,8,22,2,58
178,Ian Seymour,TBR,3,3,3.65,45,2,55,231,49,24,22,7,17,3,57
179,Brad Lord,WSN,3,3,3.84,46,2,54.2,233,54,26,23,6,17,3,47
180,Cristian Javier,HOU,3,4,5.05,10,10,54.1,240,53,32,31,10,25,2,48
181,Drew Anderson,DET,3,3,3.45,44,2,53.1,225,46,22,20,5,20,2,60
182,Riley Cornelio,WSN,3,4,4.81,18,7,53,235,53,30,28,7,26,2,43
183,JR Ritchie,ATL,3,4,4.58,9,9,52.2,233,54,29,27,6,24,3,43
184,Troy Melton,DET,3,3,3.98,28,5,52.1,223,50,25,23,7,17,2,46
185,Mick Abel,MIN,3,4,4.49,14,8,51.1,225,50,27,26,6,25,2,46
186,Trevor McDonald,SFG,3,3,4.04,16,7,51.1,222,52,25,23,5,20,4,39
187,Shane Drohan,MIL,3,3,3.84,41,2,51,218,46,24,22,6,21,2,52
188,Aaron Ashby,MIL,3,2,3.41,46,1,51,219,44,21,19,4,25,2,57
189,Martín Pérez,ATL,3,3,4.28,18,7,50.2,222,52,26,24,6,19,2,43
190,Antonio Senzatela,COL,2,3,4.99,45,1,49.2,219,58,29,28,7,16,2,35
191,Joe Boyle,TBR,3,3,3.85,21,7,49.2,214,41,23,21,5,27,3,56
192,Brycen Mautz,STL,3,3,4.27,24,5,49.1,216,49,25,23,6,20,3,40
193,Jacob Latz,TEX,2,2,3.8,44,1,49,210,43,22,21,6,23,2,50
194,Joe Musgrove,SDP,3,3,3.87,9,9,48,203,46,22,21,6,13,3,45
195,Keaton Winn,SFG,2,2,3.66,43,1,47.2,202,45,21,19,5,16,2,44
196,Hurston Waldrep,ATL,3,3,4.26,8,8,47.1,207,46,24,22,5,23,2,42
197,Lance McCullers Jr.,HOU,3,3,4.16,17,7,47.1,206,43,24,22,6,23,2,48
198,Abner Uribe,MIL,3,2,3.25,47,0,47,200,38,19,17,4,23,2,56
199,Hunter Barco,PIT,2,3,4.23,22,5,46.2,205,45,24,22,5,21,3,41
200,Spencer Miles,TOR,2,2,3.84,37,2,46.2,200,44,22,20,5,17,2,45
201,Tyler Rogers,TOR,2,2,3.99,47,0,46.2,201,50,23,21,5,12,2,32
202,Ryan Gusto,MIA,2,3,4.43,18,6,46,198,46,24,23,6,17,2,38
203,Erick Fedde,CHW,2,4,5.11,8,8,46,204,50,28,26,7,19,2,33
204,Luis Medina,ATH,2,2,4.3,36,2,45.1,198,43,23,22,6,21,2,43
205,Mitchell Parker,WSN,2,3,4.15,36,2,45.1,193,45,22,21,6,14,2,38
206,Cade Smith,CLE,3,2,2.8,45,0,45,182,34,15,14,4,14,2,58
207,Mason Miller,SDP,3,2,2.12,45,0,45,178,26,12,11,3,18,2,74
208,Tony Santillan,CIN,2,2,4.45,45,0,45,197,41,24,22,7,22,2,47
209,Jhoan Duran,PHI,3,2,2.67,44,0,44.1,181,34,15,13,3,16,2,56
210,Bryan Baker,TBR,2,2,3.54,44,0,44.1,187,37,19,17,5,18,1,51
211,Adrian Morejon,SDP,2,2,3.13,44,0,44.1,183,38,17,15,4,15,1,47
212,Shane Smith,CHW,3,3,4.37,8,8,44.1,192,42,23,21,6,19,3,41
213,Luinder Avila,KCR,2,2,4.33,34,2,44,192,43,23,21,5,20,2,38
214,Luke Weaver,NYM,2,2,3.6,44,0,44,185,38,19,18,6,15,2,47
215,Brad Keller,PHI,2,2,3.85,44,0,44,188,41,20,19,5,18,2,41
216,Jonathan Cannon,CHW,2,3,4.8,16,6,44,193,46,25,23,7,17,2,33
217,Garrett Cleavinger,TBR,2,2,3.29,44,0,43.2,184,34,17,16,4,19,3,56
218,Louis Varland,TOR,2,2,3.16,43,0,43.1,178,38,17,15,4,12,2,47
219,Robert Suarez,ATL,2,2,3.42,43,0,43.1,180,38,18,17,5,14,2,47
220,Riley O'Brien,STL,2,2,3.34,43,0,43.1,184,38,18,16,3,18,3,45
221,David Bednar,NYY,2,2,3.25,43,0,43.1,180,35,17,16,5,16,2,51
222,Bryan Hudson,CHW,2,2,3.74,43,0,43.1,185,39,20,18,5,19,2,42
223,Hogan Harris,ATH,2,2,4.2,43,0,43.1,188,40,22,20,5,22,2,42
224,Graham Ashcraft,CIN,2,2,3.96,43,0,43,183,42,21,19,5,15,2,40
225,Gregory Soto,PIT,2,2,3.48,43,0,42.2,182,36,18,17,4,19,3,48
226,Raisel Iglesias,ATL,2,2,3.51,43,0,42.2,178,38,18,17,5,13,2,47
227,José A. Ferrer,SEA,2,2,3.16,43,0,42.2,178,39,17,15,4,13,2,40
228,Rico Garcia,BAL,2,2,3.95,43,0,42.2,183,38,20,19,6,19,2,46
229,JoJo Romero,STL,2,2,3.63,43,0,42.2,184,40,19,17,4,18,2,40
