#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,HBP,SO
467,Jonathan Heasley,TBR,1,2,4.61,30,0,29.2,128,31,16,15,5,9,1,22
468,Jonathan Hernández,LAD,2,1,4.02,29,0,29.1,128,28,14,13,3,14,1,28
469,Trevor Richards,CHW,1,2,4.43,29,0,29.1,128,27,15,14,5,13,1,29
470,Matt Svanson,STL,1,1,3.92,29,0,29.1,127,28,14,13,3,12,2,27
471,Caden Dana,LAA,1,2,5,5,5,29.1,130,30,17,16,5,14,1,24
472,Coleman Crow,MIL,2,2,4.03,14,3,29.1,124,28,14,13,4,9,1,27
473,Jordan Montgomery,TEX,2,2,4.17,10,4,29.1,125,30,15,14,4,9,1,23
474,Trevor Martin,TBR,1,2,4.44,29,0,29,126,29,15,14,4,11,1,24
475,Jordan Wicks,CHC,2,2,3.98,15,3,29,124,29,14,13,4,10,1,24
476,Robert Garcia,TEX,1,1,3.52,29,0,28.2,122,25,12,11,3,12,1,31
477,Zach Pop,PHI,1,1,4.16,29,0,28.2,125,29,15,13,3,11,1,23
478,Yimi García,TOR,1,1,3.57,29,0,28.2,120,24,12,11,3,11,1,32
479,Tayler Saucedo,LAA,1,1,4.06,29,0,28.2,125,27,14,13,3,14,2,25
480,Robinson Ortiz,SEA,1,1,4.1,29,0,28.2,126,26,14,13,3,16,1,26
481,Jason Alexander,HOU,1,2,4.28,19,2,28.1,122,29,15,13,4,9,1,22
482,Chris Paddack,CIN,1,2,4.97,5,5,28.1,123,31,17,16,5,8,1,22
483,Franco Aleman,CLE,1,1,3.86,28,0,28.1,122,25,13,12,3,13,1,30
484,Jonah Tong,NYM,2,1,3.48,14,3,28,119,23,12,11,3,13,1,32
485,Kyle Hart,SDP,1,1,3.93,28,0,27.2,119,27,13,12,3,10,1,24
486,Andrew Hoffmann,ARI,1,1,4.35,28,0,27.2,122,28,14,13,3,12,1,23
487,Tyler Samaniego,BOS,1,1,4.42,28,0,27.2,123,28,15,14,3,13,1,22
488,Zach Maxwell,CIN,1,1,4.63,28,0,27.2,124,25,15,14,4,17,1,28
489,Ryan Walker,SFG,1,1,3.5,27,0,27.1,116,24,12,11,2,11,2,28
490,Brady Basso,ATH,1,1,3.9,27,0,27.1,117,27,13,12,3,9,1,24
491,Paul Gervase,LAD,1,1,4.37,27,0,27.1,121,24,14,13,4,15,1,28
492,Eli Morgan,KCR,1,1,4.81,27,0,27.1,121,28,16,15,4,11,1,23
493,Yovanny Cruz,NYY,1,1,4.66,27,0,27.1,124,26,15,14,4,16,2,25
494,Brant Hurter,DET,1,1,3.62,27,0,27.1,116,26,12,11,3,9,2,24
495,Victor Vodnik,COL,1,1,4.53,27,0,27.1,121,28,15,14,3,14,1,26
496,Najer Victor,LAA,1,1,4.46,27,0,27.1,121,25,15,13,3,16,1,27
497,Isaac Mattson,PIT,1,1,4.58,27,0,27.1,120,26,15,14,4,13,1,24
498,Josh Simpson,SEA,1,1,3.96,27,0,27.1,119,24,13,12,3,15,1,27
499,Philip Abner,ARI,1,1,4.07,27,0,27,117,27,13,12,3,11,1,23
500,Jesse Scholtens,TBR,1,2,4.45,12,3,27,117,28,14,13,4,9,1,22
501,Rob Zastryzny,MIL,1,1,3.96,27,0,27,115,25,13,12,3,11,1,25
502,Chris Roycroft,STL,1,1,4.21,27,0,26.2,118,27,14,12,3,12,1,20
503,Zach Thornton,NYM,2,2,3.96,12,3,26.1,113,26,13,12,3,9,1,22
504,Zack Kelly,BOS,1,1,4.25,26,0,26.1,115,25,13,12,3,12,1,25
505,Chase Petty,CIN,1,2,4.91,17,2,26.1,117,28,15,14,4,11,1,20
506,José Suarez,ATH,1,1,3.78,26,0,26.1,111,24,12,11,3,10,1,26
507,Jordan Hicks,CHW,1,1,3.95,26,0,26.1,114,24,13,11,3,13,2,24
508,Yerry De los Santos,NYY,1,1,3.81,26,0,26.1,113,25,12,11,3,11,1,22
509,Ryan Lambert,NYM,1,1,4,26,0,26.1,114,22,12,12,3,15,1,30
510,Eric Cerantola,KCR,1,1,4.33,26,0,26.1,116,24,14,13,3,14,2,26
511,Luke Little,CHC,1,1,3.64,26,0,26,114,21,12,10,2,16,2,28
512,Nick Raquet,BAL,1,1,4.29,26,0,26,113,27,13,12,3,10,1,20
513,Blas Castaño,COL,1,1,5.08,26,0,26,116,30,16,15,3,9,2,18
514,James Karinchak,ATL,1,1,4.26,26,0,25.2,113,22,13,12,3,14,1,29
515,Logan VanWey,HOU,1,1,4.4,26,0,25.2,113,24,14,13,3,13,2,24
516,Corbin Burnes,ARI,2,1,3.82,4,4,25,106,24,12,11,3,8,1,25
517,Brendon Little,TOR,1,1,3.48,25,0,24.2,108,21,11,10,2,14,1,26
518,Daniel Espino,CLE,1,1,4.14,25,0,24.2,108,22,12,11,3,12,1,26
519,Zak Kent,WSN,1,1,4.35,25,0,24.2,109,24,13,12,3,11,1,22
520,William Kempner,MIA,1,1,4.2,25,0,24.2,109,22,12,11,3,14,2,26
521,Mitch Spence,KCR,1,1,4.35,19,1,24,104,26,13,12,3,7,1,19
522,River Ryan,LAD,1,1,4.43,4,4,24,104,24,13,12,3,9,1,20
523,Thomas White,MIA,1,2,4.14,4,4,24,105,22,12,11,3,13,1,23
524,Jose Franco,CIN,1,1,4.43,24,0,23.2,104,23,13,12,3,11,1,22
525,Jayden Murray,HOU,1,1,4.68,24,0,23.2,105,24,13,12,3,11,1,20
526,Chase Solesky,TBR,1,1,4.33,19,1,23.2,102,24,12,11,3,8,1,18
527,Chris Murphy,CHW,1,1,4.13,24,0,23.2,103,22,12,11,3,12,1,21
528,Seth Johnson,PHI,1,1,4.28,24,0,23.2,103,22,12,11,3,11,1,22
529,Gregory Santos,SFG,1,1,4.1,24,0,23.2,103,23,12,11,2,11,1,20
530,Joey Gerber,NYM,1,1,4.21,24,0,23.2,102,22,12,11,3,9,1,22
531,Josiah Gray,WSN,1,2,5.09,4,4,23.2,105,24,14,13,4,10,1,20
532,Carson Seymour,SFG,1,1,4.1,14,2,23.1,102,24,12,11,2,9,1,18
533,Ben Joyce,LAA,1,1,3.47,23,0,23.1,99,19,10,9,2,12,1,28
534,Will Dion,CLE,1,1,3.79,23,0,23,98,22,11,10,3,7,1,21
535,Brandon Williamson,CIN,1,1,4.58,18,1,23,100,23,12,12,4,9,1,21
536,Carter Baumler,TEX,1,1,4.59,23,0,23,101,22,13,12,3,12,1,20
537,Craig Yoho,MIL,1,1,3.97,23,0,23,99,21,11,10,3,11,1,23
538,Ryan Johnson,LAA,1,1,4.14,18,1,22.2,97,22,11,10,3,8,1,20
539,Braden Nett,ATH,1,1,4.59,13,2,22.2,100,23,12,12,3,11,1,19
540,Alec Gamboa,BOS,1,1,4.05,22,0,22.1,98,23,11,10,2,10,1,19
541,Taylor Rashi,ARI,1,1,4.08,22,0,22.1,98,22,11,10,2,10,1,21
542,Brock Stewart,LAD,1,1,3.42,22,0,22.1,93,18,9,8,3,9,1,27
543,Josh Sborz,TEX,1,1,4.08,22,0,22.1,96,20,11,10,3,10,1,22
544,Kervin Castro,NYY,1,1,4.24,22,0,22.1,97,22,11,10,3,10,1,19
545,Trey Gibson,BAL,1,1,4.15,12,2,22.1,97,22,11,10,2,9,1,19
546,Elmer Rodríguez,NYY,1,1,3.97,13,2,22.1,97,21,11,10,2,10,1,19
547,Hunter Harvey,CHC,1,1,3.39,22,0,22,91,19,9,8,2,7,1,24
548,Daysbel Hernández,ATL,1,1,4.12,22,0,22,97,20,11,10,2,13,1,23
549,Chris Devenski,PIT,1,1,4.37,22,0,22,95,22,11,11,3,8,1,19
550,Cameron Foster,BAL,1,1,4.5,22,0,22,96,22,12,11,3,10,1,19
551,Chad Dallas,TOR,1,1,4.35,12,2,21.2,94,22,11,10,3,8,1,18
552,Carlos Estévez,KCR,1,1,4.47,22,0,21.2,94,21,11,11,3,9,1,20
553,Tyler Schweitzer,CHW,1,1,4.27,22,0,21.2,94,22,11,10,3,8,1,16
554,Joey Estes,ATH,1,1,4.94,17,1,21.2,94,23,13,12,4,6,1,16
555,José Urquidy,PIT,1,1,4.38,17,1,21.1,91,22,11,10,3,6,1,17
556,Domingo Gonzalez,SEA,1,1,4.17,21,0,21.1,93,20,11,10,3,9,1,19
557,Josh Stephan,TEX,1,1,4.32,11,2,21.1,91,22,11,10,3,7,1,16
558,Eduardo Rivera,BOS,1,1,3.78,21,0,21,92,19,10,9,2,10,1,21
559,Alek Jacob,SDP,1,1,4.74,21,0,21,94,21,12,11,3,10,1,18
560,Karson Milbrandt,MIA,1,1,4.39,11,2,21,93,20,11,10,2,11,1,18
561,Edwin Díaz,LAD,1,1,3.08,21,0,21,86,15,8,7,2,9,1,29
562,Burch Smith,DET,1,1,3.79,21,0,20.2,88,19,9,9,2,7,1,20
563,Julian Fernández,WSN,1,1,3.91,21,0,20.2,88,19,10,9,3,8,1,21
564,Chase Lee,TOR,1,1,4.07,21,0,20.2,89,20,10,9,3,8,1,19
565,Scott Blewett,STL,1,1,4.2,21,0,20.2,90,21,10,10,2,8,1,16
566,Wikelman González,CHW,1,1,4.43,20,0,20.1,90,18,11,10,3,12,1,20
567,Gabriel Hughes,COL,1,1,4.7,15,1,20.1,88,22,11,11,3,7,1,16
568,Yorman Gómez,CLE,1,1,4.42,15,1,20.1,89,20,11,10,3,8,1,17
569,Edwin Uceta,TBR,1,1,3.62,20,0,20.1,85,17,9,8,2,8,1,23
570,Carlos Rodriguez,MIL,1,1,4.31,20,0,20.1,87,19,10,10,3,8,1,19
571,Javier Assad,CHC,1,1,4.34,15,1,20,87,20,10,10,3,7,1,16
572,Trevor Williams,WSN,1,1,4.26,15,1,20,85,20,10,9,3,5,1,17
573,Luis Mey,CIN,1,1,4.36,20,0,19.2,88,18,10,10,2,12,1,19
574,Austin Peterson,CLE,1,1,4.43,10,2,19.2,85,21,10,10,3,5,1,15
575,Blade Tidwell,SFG,1,1,4.09,15,1,19.2,85,18,10,9,2,8,1,18
576,Angel Chivilli,NYY,1,1,4.18,20,0,19.2,86,19,10,9,3,8,1,18
577,Michael Kelly,ATH,1,1,4.72,20,0,19.2,87,20,11,10,3,9,1,17
578,Josh Walker,BAL,1,1,3.99,19,0,19.1,84,18,9,9,2,9,1,19
579,Carlos Carrasco,ATL,1,1,4.06,19,0,19.1,83,20,10,9,2,5,1,16
580,Sammy Peralta,COL,1,1,4.8,19,0,19.1,86,22,11,10,3,7,1,14
581,Kade Strowd,ARI,1,1,4.19,19,0,19.1,86,19,10,9,2,10,1,17
582,Cam Sanders,PIT,1,1,4.63,19,0,19.1,88,18,11,10,2,13,1,19
583,Gavin Hollowell,CHC,1,1,4.41,19,0,19.1,86,18,10,10,2,11,1,19
584,Bennett Sousa,HOU,1,1,3.56,19,0,19.1,81,16,8,8,2,8,1,22
585,Andrew Walters,CLE,1,1,4.06,19,0,19.1,84,17,9,9,2,10,1,22
586,Bailey Falter,KCR,1,1,4.6,14,1,18.2,80,19,10,10,3,6,1,15
587,Jack Anderson,BOS,1,1,4.46,18,0,18.1,80,19,10,9,3,6,1,14
588,Garrett Hawkins,SDP,1,1,4.6,18,0,18.1,82,18,10,9,3,10,1,16
589,Quinn Mathews,STL,1,1,4.34,3,3,18.1,82,18,10,9,2,10,1,16
590,Michael Kopech,,1,1,4.29,18,0,18.1,80,16,9,9,2,11,1,20
591,Luis Curvelo,TEX,1,1,4.61,18,0,18.1,81,18,10,9,3,9,1,16
592,Wyatt Mills,LAD,1,1,4.67,18,0,18.1,81,18,10,10,3,9,1,16
593,Drew Sommers,DET,1,1,3.58,18,0,18,78,17,8,7,2,8,1,17
594,Josh White,MIA,1,1,4.01,18,0,18,79,16,9,8,2,8,1,18
595,Garrett Acton,MIN,1,1,4.24,18,0,18,79,16,9,9,2,8,1,19
596,Tanner Andrews,TOR,1,1,4.39,18,0,18,80,18,10,9,2,9,1,16
597,Andre Granillo,WSN,1,1,4.95,18,0,18,81,18,11,10,3,9,1,15
598,Hagen Smith,CHW,1,1,4.5,3,3,18,81,16,10,9,2,11,1,18
599,Julian Aguiar,CIN,1,1,4.69,13,1,18,78,19,10,9,3,6,1,14
600,Kutter Crawford,BOS,1,1,4.01,13,1,18,75,17,8,8,3,5,1,18
601,Justin Martinez,ARI,1,1,3.1,18,0,17.2,76,14,7,6,1,10,1,23
602,Dylan Ross,NYM,1,1,4.03,18,0,17.2,78,16,9,8,2,10,1,18
603,Brian Fitzpatrick,MIL,1,1,4.31,17,0,17.1,76,17,9,8,2,8,1,15
604,Jhony Brito,SDP,1,1,4.1,17,0,17.1,74,17,8,8,2,6,1,14
605,Nolan Hoffman,PHI,1,1,4.07,17,0,17,74,16,8,8,2,8,1,16
606,Michel Otañez,TEX,1,1,3.86,17,0,17,75,14,8,7,2,11,1,20
607,Tyler Gilbert,CHW,1,1,4.14,17,0,17,73,17,8,8,2,6,1,15
608,Tristan Beck,SFG,1,1,4.15,17,0,17,73,17,8,8,2,6,1,14
609,Jeff Criswell,COL,1,1,4.7,17,0,17,74,17,9,9,2,7,1,16
610,Luis Peralta,CHC,1,1,4.49,17,0,17,76,15,9,8,2,11,1,16
611,Max Rajcic,STL,1,1,4.49,12,1,16.2,74,17,9,8,2,6,1,12
612,JP Sears,SDP,1,1,4.16,12,1,16.1,69,16,8,8,3,5,1,15
613,Lazaro Estrada,TOR,1,1,4.33,11,1,16.1,70,16,8,8,2,5,1,14
614,Thomas Harrington,PIT,1,1,4.57,11,1,16.1,70,17,9,8,2,5,1,13
615,Hayden Wesneski,HOU,1,1,4.01,11,1,16,68,15,8,7,2,5,1,16
616,Jack Wenninger,NYM,1,1,4.09,6,2,16,69,15,8,7,2,6,1,14
617,Kyle Nicolas,CIN,1,1,4.53,16,0,16,71,15,9,8,2,9,1,16
618,Duncan Davitt,CHW,1,1,4.06,16,0,15.2,67,15,8,7,2,5,1,13
619,Ben Casparius,LAD,1,1,4.45,16,0,15.2,68,15,8,8,2,6,1,15
620,Ty Adcock,SDP,1,1,4.23,16,0,15.2,68,15,8,7,2,6,1,14
621,Colin Selby,BAL,1,1,3.81,16,0,15.2,67,14,7,7,2,7,1,16
622,Marco Raya,MIN,1,1,4.12,16,0,15.2,68,15,8,7,2,7,1,14
623,Adbert Alzolay,NYM,1,1,3.98,16,0,15.2,66,15,7,7,2,6,1,15
624,Beau Brieske,DET,1,1,4.24,16,0,15.2,68,15,8,7,2,7,1,14
625,Anthony Molina,ATL,1,1,4.32,16,0,15.2,67,17,8,7,2,5,1,12
626,Bradley Blalock,MIA,1,1,4.53,16,0,15.2,68,16,8,8,2,6,1,12
627,Easton McGee,MIL,1,1,4.13,15,0,15.1,67,16,8,7,2,5,1,12
628,Ryan Weiss,HOU,1,1,3.86,15,0,15.1,66,14,7,7,2,6,1,16
629,Ty Madden,DET,1,1,4.14,10,1,15,65,15,7,7,2,6,1,13
630,Dylan Smith,SFG,1,1,4.13,15,0,15,66,15,8,7,2,7,1,13
631,Austin Love,STL,1,1,4.58,15,0,14.2,65,15,8,7,2,7,1,12
632,Drey Jameson,ARI,1,1,3.98,15,0,14.2,63,14,7,6,1,6,1,14
633,Evan Phillips,LAD,1,1,3.5,14,0,14.1,60,12,6,6,2,5,1,16
634,Brooks Kriske,ATH,1,1,4.17,14,0,14.1,63,13,7,7,2,7,1,15
635,José Leclerc,SDP,1,1,3.98,14,0,14.1,62,12,7,6,2,7,1,16
636,Mike Clevinger,PIT,1,1,4.39,14,0,14.1,62,14,7,7,2,5,1,12
637,Eduarniel Núñez,BAL,1,1,4.65,14,0,14.1,65,14,8,7,2,9,1,13
638,Tommy Kahnle,BOS,1,1,4.44,14,0,14.1,63,14,8,7,2,7,1,13
639,Samy Natera Jr.,LAA,1,1,4.3,14,0,14.1,63,13,7,7,2,8,1,15
640,Cole Wilcox,SEA,1,1,3.91,14,0,14.1,61,14,7,6,1,6,1,12
641,Colton Gordon,HOU,1,1,3.92,14,0,14,59,14,7,6,2,3,1,13
642,Sawyer Gipson-Long,DET,1,1,3.96,9,1,13.2,58,14,7,6,2,4,1,11
643,Joe Mantiply,TOR,1,1,3.7,14,0,13.2,58,14,6,6,1,4,0,11
644,Luis Perales,WSN,1,1,4.27,14,0,13.2,59,13,7,6,2,6,1,12
645,Yilber Díaz,ARI,1,1,4.33,13,0,13.1,59,12,7,6,1,8,1,13
646,Kyle Backhus,PHI,1,1,3.93,13,0,13,56,12,6,6,2,5,1,12
647,Alex Carrillo,NYM,1,1,4.08,13,0,13,58,11,6,6,2,8,1,14
648,Spencer Bivens,SFG,1,1,4.16,13,0,13,57,14,7,6,1,5,1,10
649,Tyler Ferguson,CHC,1,1,4.28,13,0,13,57,12,7,6,2,7,1,12
650,Ben Peoples,CHW,1,1,4.59,13,0,13,58,13,7,7,2,7,1,11
651,Tommy Nance,TOR,1,1,3.61,13,0,13,55,12,6,5,1,5,1,13
652,Carson Palmquist,WSN,1,1,4.37,13,0,13,57,12,7,6,2,6,1,12
653,Victor Mederos,ATL,1,1,4.42,13,0,13,57,13,7,6,2,5,1,10
654,Jack Ralston,MIA,1,1,4.55,13,0,13,58,12,7,7,2,8,1,12
655,Spencer Turnbull,,1,1,4.76,2,2,12.2,56,13,7,7,2,6,1,10
656,Matt Waldron,SDP,1,1,4.2,8,1,12.2,53,12,6,6,2,4,1,11
657,Trenton Denholm,CLE,1,1,4.46,8,1,12.1,54,13,7,6,2,3,0,9
658,Ty Johnson,TBR,1,1,4.21,2,2,12.1,53,11,6,6,2,5,1,12
659,Brody Hopkins,TBR,1,1,4.85,2,2,12.1,56,12,7,7,2,7,1,11
660,DJ Herz,WSN,1,1,3.79,8,1,12.1,53,10,6,5,1,6,1,14
661,Joe Rock,CHW,1,1,3.82,12,0,12,52,12,6,5,1,4,1,10
662,Jared Shuster,STL,1,1,4.43,12,0,12,53,13,6,6,1,5,0,8
663,Drew Thorpe,CHW,1,1,4.71,2,2,12,52,12,7,6,2,5,0,9
664,Logan Gillaspie,SDP,1,1,4.36,12,0,12,52,12,6,6,2,4,1,9
665,Joe La Sorsa,PIT,1,1,4.62,12,0,12,53,13,7,6,2,5,1,8
666,Ethan Pecko,HOU,1,1,4.38,2,2,12,51,12,6,6,2,5,0,10
667,Chayce McDermott,LAD,1,1,4.14,12,0,11.2,51,10,6,5,2,6,1,13
668,Brendan Beck,NYY,1,1,3.88,12,0,11.2,50,11,5,5,2,3,0,11
669,Max Lazar,PHI,1,1,4.37,12,0,11.2,51,12,6,6,2,4,0,9
670,Ryan Brasier,TEX,1,1,3.84,12,0,11.2,49,11,5,5,1,4,0,11
671,Jordan Romano,COL,1,1,4.68,12,0,11.2,51,12,6,6,2,5,1,12
672,C.J. Culpepper,MIN,1,1,4.2,12,0,11.2,51,12,6,5,1,5,1,10
673,Rolddy Muñoz,ATL,1,1,4.12,12,0,11.2,51,11,6,5,1,6,1,11
674,Pedro Avila,CLE,1,1,4.28,12,0,11.2,50,12,6,5,1,4,1,10
675,George Klassen,LAA,1,1,4.69,2,2,11.1,50,11,6,6,1,6,0,9
676,Juan Burgos,ARI,1,1,4.53,11,0,11.1,50,12,6,6,1,5,1,9
677,Clarke Schmidt,NYY,1,1,3.76,6,1,11,47,10,5,5,1,4,1,11
678,Bailey Horn,DET,1,1,4.15,11,0,11,48,10,5,5,1,5,0,10
679,Ronel Blanco,HOU,1,1,4.05,6,1,11,47,10,5,5,1,5,0,12
680,Johan Oviedo,BOS,1,1,3.76,11,0,10.2,45,9,5,4,1,4,1,11
681,Michael Grove,TBR,1,0,3.5,10,0,10.1,44,9,4,4,1,3,0,11
682,Charlie Barnes,LAD,1,0,4.12,10,0,10.1,45,11,5,5,1,4,1,9
683,Drew Smith,MIN,0,1,4.61,10,0,10.1,46,10,6,5,2,5,1,10
684,Beck Way,KCR,0,1,4.95,10,0,10.1,48,11,6,6,1,6,1,8
685,Riley Martin,CHC,1,1,3.85,10,0,10.1,45,9,5,4,1,6,0,10
686,Jackson Rutledge,PHI,0,1,4.42,10,0,10.1,45,10,5,5,1,4,1,9
687,Troy Taylor,SEA,0,1,4.1,10,0,10.1,45,10,5,5,1,5,1,9
688,Hagen Danner,CIN,0,1,4.73,10,0,10.1,46,11,6,5,1,5,0,9
689,Alexis Díaz,TEX,0,1,4.68,10,0,10.1,47,9,6,5,1,6,1,10
690,Valente Bellozo,COL,0,1,5.59,10,0,10.1,46,12,7,6,2,4,0,7
691,Zach Brzykcy,MIA,0,1,4.79,10,0,10.1,46,10,6,6,1,6,0,9
692,Brusdar Graterol,LAD,1,0,3.63,10,0,9.2,42,9,4,4,1,4,0,9
693,Max Kranick,WSN,0,1,4.29,10,0,9.2,42,10,5,5,1,3,0,8
694,Tyson Neighbors,BAL,0,0,4.36,10,0,9.2,43,9,5,5,1,5,0,10
695,Liam Hendriks,CHC,0,0,4,9,0,9.1,40,8,4,4,1,4,0,10
696,Evan Fitterer,SDP,0,0,4.07,9,0,9.1,41,9,5,4,1,4,1,7
697,Justin Hagenman,NYM,0,0,3.71,9,0,9,38,9,4,4,1,2,0,8
698,Danny Young,ATL,0,0,3.74,9,0,9,40,8,4,4,1,4,1,9
699,Steven Wilson,TBR,0,0,4.64,9,0,9,40,8,5,5,1,4,0,9
700,Alex McFarlane,PHI,0,0,4.43,9,0,9,41,9,5,5,1,5,0,8
701,Jake Eder,LAD,0,0,4.59,9,0,9,40,9,5,5,1,4,0,7
702,Grant Hartwig,MIN,0,0,4.62,9,0,9,41,9,5,5,1,5,1,8
703,Eric Reyzelman,NYY,0,0,4.42,9,0,9,41,8,5,4,1,6,0,9
704,Michael Fulmer,SFG,0,0,4.02,9,0,9,39,8,4,4,1,4,0,9
705,Derek Law,ARI,0,0,4.12,9,0,9,39,9,5,4,1,4,0,8
706,Josh Staumont,CIN,0,0,4.58,9,0,9,40,8,5,5,1,5,0,9
707,Tate Kuehner,MIL,0,0,3.97,9,0,8.2,38,8,4,4,1,4,0,8
708,Doug Nikhazy,CHC,0,0,4.21,9,0,8.2,37,8,4,4,1,4,0,8
709,Cody Bolton,HOU,0,0,4.36,8,0,8.1,36,8,4,4,1,4,0,8
710,Reiver Sanmartin,SFG,0,0,4.03,8,0,8,35,8,4,4,1,3,0,6
711,Anderson Severino,NYM,0,0,3.38,8,0,8,33,6,3,3,1,4,0,9
712,David Davalillo,TEX,0,0,3.76,8,0,8,33,7,4,3,1,3,0,7
713,James McArthur,KCR,0,0,3.95,8,0,8,34,8,4,3,1,3,0,7
714,Bobby Miller,LAD,0,0,4.01,8,0,8,34,7,4,4,1,3,0,8
715,Ian Hamilton,ATL,0,0,3.78,8,0,7.2,34,7,4,3,1,4,0,8